"Obj. ID","IAU name","Internal name/s","Obj. RA","Obj. DEC","Obj. Type","Redshift","Spec. ID","Obs-date","JD","From","Telescope","Instrument","Observer/s","Reducer/s","Source group","Public","Associated groups","End prop. period","Ascii file","Fits file","Spec. type","Spec. quality","Extinction-Corrected","WL Medium","WL Units","Flux Unit Coefficient","Spec. units","Flux Calibrated By","Exp-time","Aperture (slit)","HA","Airmass","Dichroic","Grism","Grating","Blaze","Lambda-min","Lambda-max","Del-Lambda","Contrib","Publish","Remarks","Created by","Creation date"
"6406","","PTF12bho","195.319386","28.021811","","0.023","19219","2012-03-15 13:56:00.00","2456002.0805556","","Keck1","LRIS","Silverman, Nugent, Miller, Cenko","Silverman","PTF","Y","PTF","","PTF12bho_2012-03-15_13-56-00_Keck1_LRIS_PTF.ascii","","Object","","","Air","Angstrom","1","Other","","0","0","","","","","","","3270.7722385142","9970.6744868035","0.97737450740909","Lunnan et al. 2017","2017ApJ...836...60L","[Marshal: lastmodified=2012-03-16 20:21:04; specid=4495] [Prev. spec info - createdby: upload-marshalspec; modifiedby: ilanm]"," Migration From WISeREP1.0","2012-03-21 08:49:47"
"6406","","PTF12bho","195.319386","28.021811","","0.023","19222","2012-04-27 09:39:14.00","2456044.9022454","","Keck1","LRIS","Sagi, Shri, Yi","Yi","PTF","Y","PTF","","PTF12bho_2012-04-27_09-39-14_Keck1_LRIS_PTF.ascii","PTF12bho_2012-04-27_09-39-14_Keck1_LRIS_PTF.fits","Object","","","Air","Angstrom","1","Other","","0","0","","","","","","","3618.3775822287","9869.272397263","3.5176673129061","Lunnan et al. 2017","2017ApJ...836...60L","[Marshal: lastmodified=2012-05-21 05:00:27; specid=4740] [Prev. spec info - createdby: upload-marshalspec; modifiedby: ilanm]"," Migration From WISeREP1.0","2012-03-21 08:49:47"
