"Obj. ID","IAU name","Internal name/s","Obj. RA","Obj. DEC","Obj. Type","Redshift","Spec. ID","Obs-date","JD","From","Telescope","Instrument","Observer/s","Reducer/s","Source group","Public","Associated groups","End prop. period","Ascii file","Fits file","Spec. type","Spec. quality","Extinction-Corrected","WL Medium","WL Units","Flux Unit Coefficient","Spec. units","Flux Calibrated By","Exp-time","Aperture (slit)","HA","Airmass","Dichroic","Grism","Grating","Blaze","Lambda-min","Lambda-max","Del-Lambda","Contrib","Publish","Remarks","Created by","Creation date"
"627","2017pp","","191.1709","10.3448","SN Ia-91T-like","0.0299","1880","2017-01-28 06:11:31.00","2457781.7579977","","NOT","ALFOSC","F. Grundahl, R. Tronsgaard","A. Pastorello","","Y","","","SN2017pp_2017-01-28_06-11-31_NOT_ALFOSC_None.","SN2017pp_2017-01-28_06-11-31_NOT_ALFOSC_None.fits","Object","","","Air","Angstrom","1","Other","","1800","0","","","","","","","3010.0009709681","9414.4324150256","3.1862843005261","","","[TNS Source Group: ISSP; Classifier/s: Andrea Pastorello...] gm4 spectrum (3100-9600 A); 2017-01-28.258 UT [Prev. spec info - createdby: upload-TNS; modifiedby: upload-TNS]"," Migration From WISeREP1.0","2017-01-28 11:18:39"
