3.112820192356603911e+03 3.830166895595751853e-02
3.142944138843226938e+03 3.717492172564774988e-02
3.173068085329849964e+03 5.419216151050917918e-02
3.203192031816472991e+03 5.296133687678226259e-02
3.233315978303095562e+03 5.639484534474990818e-02
3.263439924789718589e+03 6.345123347727645025e-02
3.293563871276341615e+03 8.041977611378589574e-02
3.323687817762964642e+03 9.412298133335011974e-02
3.353811764249587668e+03 1.085088419363734180e-01
3.383935710736210694e+03 1.173569226479560107e-01
3.414059657222833266e+03 1.508031422501996954e-01
3.444183603709456293e+03 1.732967205254551113e-01
3.474307550196079319e+03 2.458268415686798158e-01
3.504431496682702345e+03 1.890721642100563482e-01
3.534555443169325372e+03 2.130381889593717382e-01
3.564679389655948398e+03 2.057359421266252153e-01
3.594803336142571425e+03 2.539161024571675029e-01
3.624927282629194451e+03 2.067266661488149915e-01
3.655051229115817478e+03 2.793783587266033819e-01
3.685175175602440504e+03 3.138224806494148700e-01
3.715299122089063076e+03 2.534226697128006411e-01
3.745423068575686102e+03 1.327188654460136619e-01
3.775547015062309129e+03 8.912752743052827775e-02
3.805670961548932155e+03 8.873931301117446435e-02
3.835794908035555181e+03 1.200519577279674927e-01
3.865918854522177753e+03 2.178756410672070265e-01
3.896042801008800780e+03 4.690306498762307763e-01
3.926166747495423806e+03 5.046474173544127639e-01
3.956290693982046832e+03 7.117962641092786535e-01
3.986414640468669859e+03 8.277751911606209267e-01
4.016538586955292885e+03 8.551195322956709477e-01
4.046662533441915912e+03 8.455832659001130125e-01
4.076786479928538938e+03 8.208980643916498066e-01
4.106910426415161965e+03 7.250004349763587985e-01
4.137034372901784991e+03 6.817930051935069402e-01
4.167158319388407108e+03 6.620338594471427696e-01
4.197282265875030134e+03 6.532156447352690520e-01
4.227406212361653161e+03 5.872861908966569011e-01
4.257530158848276187e+03 6.202371158338718660e-01
4.287654105334899214e+03 5.970783723447705693e-01
4.317778051821522240e+03 5.384686911623168815e-01
4.347901998308145266e+03 3.741077319654448341e-01
4.378025944794768293e+03 4.715486479936462638e-01
4.408149891281391319e+03 6.276182764103777068e-01
4.438273837768014346e+03 6.205284945327192991e-01
4.468397784254637372e+03 6.399715733045766575e-01
4.498521730741260399e+03 6.899034048237977501e-01
4.528645677227883425e+03 8.748138990491653999e-01
4.558769623714506452e+03 9.358248081928565165e-01
4.588893570201129478e+03 9.370426469203562148e-01
4.619017516687752504e+03 9.854537250281978356e-01
4.649141463174375531e+03 1.142047749533735113e+00
4.679265409660998557e+03 1.123682144440736996e+00
4.709389356147621584e+03 1.213339059492057670e+00
4.739513302634244610e+03 1.100770917553551165e+00
4.769637249120866727e+03 9.525371862002113277e-01
4.799761195607489753e+03 7.518122192639609125e-01
4.829885142094112780e+03 6.066681035940325595e-01
4.860009088580735806e+03 5.473614777774304940e-01
4.890133035067358833e+03 6.350797451903736901e-01
4.920256981553981859e+03 8.208766404194483002e-01
4.950380928040604886e+03 1.118926656457319702e+00
4.980504874527227912e+03 1.421657081499103858e+00
5.010628821013850938e+03 1.487402815268408007e+00
5.040752767500473965e+03 1.149072467188125168e+00
5.070876713987096082e+03 8.625059854806951254e-01
5.101000660473719108e+03 9.533476842254819950e-01
5.131124606960342135e+03 1.071564909295623869e+00
5.161248553446965161e+03 1.077483440077640298e+00
5.191372499933588188e+03 1.000233286774224517e+00
5.221496446420211214e+03 9.802938437233418290e-01
5.251620392906834240e+03 1.120290754995041826e+00
5.281744339393457267e+03 1.316495739180759461e+00
5.311868285880080293e+03 1.451204922544258702e+00
5.341992232366703320e+03 1.451415676116951881e+00
5.372116178853326346e+03 1.423873828776635042e+00
5.402240125339949373e+03 1.402729382366213695e+00
5.432364071826572399e+03 1.429818664139905549e+00
5.462488018313195425e+03 0.000000000000000000e+00
5.492611964799818452e+03 0.000000000000000000e+00
5.522735911286441478e+03 0.000000000000000000e+00
5.552859857773064505e+03 0.000000000000000000e+00
5.582983804259687531e+03 0.000000000000000000e+00
5.613107750746310558e+03 0.000000000000000000e+00
5.643231697232933584e+03 9.944177558585612919e-01
5.673355643719556610e+03 7.599276896569022721e-01
5.703479590206179637e+03 5.812908063682062920e-01
5.733603536692801754e+03 7.350972424907472602e-01
5.763727483179424780e+03 1.139523080194206672e+00
5.793851429666047807e+03 1.540214427974076372e+00
5.823975376152670833e+03 1.845477572191104532e+00
5.854099322639293860e+03 2.057459156829156477e+00
5.884223269125916886e+03 1.865374927911979119e+00
5.914347215612539912e+03 1.897467594578205352e+00
5.944471162099162029e+03 1.772625037796990322e+00
5.974595108585785056e+03 1.658667316738440256e+00
6.004719055072408082e+03 1.472410915336360482e+00
6.034843001559031109e+03 1.378912960961244494e+00
6.064966948045654135e+03 1.291091788758746528e+00
6.095090894532277161e+03 1.301880279991034062e+00
6.125214841018900188e+03 1.303535757227604064e+00
6.155338787505523214e+03 1.231933926441425298e+00
6.185462733992146241e+03 1.197274059413935721e+00
6.215586680478769267e+03 1.124335195285687039e+00
6.245710626965392294e+03 8.385094252325399067e-01
6.275834573452015320e+03 6.308021765868375708e-01
6.305958519938638347e+03 7.899698032914889145e-01
6.336082466425261373e+03 1.020753744148142017e+00
6.366206412911884399e+03 1.188247911741094454e+00
6.396330359398507426e+03 1.223673273775323977e+00
6.426454305885130452e+03 1.233090187094979306e+00
6.456578252371753479e+03 1.018699578198117406e+00
6.486702198858376505e+03 8.425250572528717452e-01
6.516826145344999532e+03 8.975701824450891264e-01
6.546950091831622558e+03 1.138814948189957876e+00
6.577074038318245584e+03 1.512378920091723700e+00
6.607197984804868611e+03 1.600317543834130163e+00
6.637321931291490728e+03 1.738806663831469645e+00
6.667445877778113754e+03 1.755423743193252450e+00
6.697569824264736781e+03 1.595342808750575436e+00
6.727693770751359807e+03 1.561925912417982509e+00
6.757817717237982833e+03 1.508179758155678840e+00
6.787941663724605860e+03 1.406907056945520873e+00
6.818065610211228886e+03 1.237526914261232180e+00
6.848189556697851003e+03 9.932717318071092594e-01
6.878313503184474030e+03 8.953389201094689165e-01
6.908437449671097056e+03 1.041924938831548575e+00
6.938561396157720083e+03 1.309692170162498170e+00
6.968685342644343109e+03 1.495317958844361916e+00
6.998809289130966135e+03 1.553342442324598283e+00
7.028933235617589162e+03 1.694245942573797237e+00
7.059057182104212188e+03 1.652890133465326539e+00
7.089181128590835215e+03 1.473499671462118910e+00
7.119305075077458241e+03 1.381854700528839963e+00
7.149429021564081268e+03 1.408746476097264555e+00
7.179552968050704294e+03 1.465576985126724185e+00
7.209676914537327320e+03 1.399074693569851924e+00
7.239800861023950347e+03 1.408239526601205549e+00
7.269924807510573373e+03 1.425345807789762498e+00
7.300048753997196400e+03 1.338899129188422465e+00
7.330172700483819426e+03 1.258446092040871322e+00
7.360296646970442453e+03 1.242769575766369039e+00
7.390420593457065479e+03 1.238477809027408894e+00
7.420544539943688505e+03 1.221188092999942132e+00
7.450668486430310622e+03 1.218602194201399369e+00
7.480792432916933649e+03 1.147141901077724624e+00
7.510916379403556675e+03 1.077925230273632407e+00
7.541040325890179702e+03 9.973723941786500902e-01
7.691660058323294834e+03 9.997667132257753719e-01
7.721784004809917860e+03 1.052439038419869188e+00
7.751907951296540887e+03 1.102374736395610899e+00
7.782031897783163913e+03 1.125918097231810577e+00
7.812155844269786940e+03 1.110787892248448649e+00
