Obj. ID,IAU name,Internal name/s,Obj. RA,Obj. DEC,Obj. Type,Redshift,Spec. ID,Obs-date,JD,ttopeak,From,Telescope,Instrument,Observer/s,Reducer/s,Source group,Public,Associated groups,End prop. period,Ascii file,Fits file,Spec. type,Spec. quality,Extinction-Corrected,WL Medium,WL Units,Flux Unit Coefficient,Spec. units,Flux Calibrated By,Exp-time,Aperture (slit),HA,Airmass,Dichroic,Grism,Grating,Blaze,Lambda-min,Lambda-max,Del-Lambda,Contrib,Publish,Remarks,Created by,Creation date
2317,2013fs,iPTF13dqy,349.9361,10.1846,SN IIP,0.011855,7525,10:36.0,2456571.882,-7.7276389,,Keck1,LRIS,Perley,Perley (pipeline),iPTF,N,iPTF,01/01/2100,SN2013fs_2013-10-06_09-10-36_Keck1_LRIS_iPTF.ascii,,Object,,,Air,Angstrom,1,Other,,0,0,,,,,,,3079.587391,10089.05535,0.89406479,,,[Marshal: lastmodified=2013-10-06 06:40:32; specid=6283]  [Prev. spec info - createdby: upload-marshalspec; modifiedby: upload-marshalspec], Migration From WISeREP1.0,14/11/2013 8:06
2317,2013fs,iPTF13dqy,349.9361,10.1846,SN IIP,0.011855,7535,00:00.0,2456572.5,-7.11,,NOT,ALFOSC,Nicolaas Ervik Groeneboom,Francesco Taddia,iPTF,N,iPTF,01/01/2100,SN2013fs_2013-10-07_00-00-00_NOT_ALFOSC_iPTF.ascii,,Object,,,Air,Angstrom,1,Other,,0,0,,,,,,,3461.148089,9141.842,3.119546354,,,[Marshal: lastmodified=2013-10-06 18:42:56; specid=6298]  [Prev. spec info - createdby: upload-marshalspec; modifiedby: upload-marshalspec], Migration From WISeREP1.0,14/11/2013 8:06
2317,2013fs,iPTF13dqy,349.9361,10.1846,SN IIP,0.011855,7545,21:53.0,2456573.515,-6.0948032,,NOT,ALFOSC,N. E. Groeneboom,F. Taddia,iPTF,Y,iPTF,,SN2013fs_2013-10-08_00-21-53_NOT_ALFOSC_iPTF.cal,,Object,High,,Air,Angstrom,1,Other,,0,0,,,,,,,3459.519398,9142.557,3.14327301,Yaron et al. 2017,2017NatPh..13..510Y,, Migration From WISeREP1.0,14/11/2013 8:06
2317,2013fs,,349.9361,10.1846,SN IIP,0.011855,7509,01:28.0,2456575.543,-4.0673148,,ESO-NTT,EFOSC2-NTT,"INSERRA,CHEN",Cosimo Inserra,PESSTO-SSDR,Y,PESSTO-SSDR,,SN2013fs_2013-10-10_01-01-28_ESO-NTT_EFOSC2-NTT_PESSTO-SSDR.dat,SN2013fs_2013-10-10_01-01-28_ESO-NTT_EFOSC2-NTT_PESSTO-SSDR.fits,Object,High,,Air,Angstrom,1,Other,,1500,1,,,,Gr#11,,,3308.292318,7384.601255,4.031957405,,,As part of the &lt;a href=http://www.eso.org/sci/publications/announcements/sciann15062.html&gt;PESSTO SSDR2&lt;/a&gt; [Prev. spec info - createdby: ofer-UploadSet; modifiedby: ofer-UploadSet], Migration From WISeREP1.0,04/11/2013 13:23
2317,2013fs,iPTF13dqy,349.9361,10.1846,SN IIP,0.011855,7557,00:00.0,2456579.5,-0.11,,WHT-4.2m,ISIS,WHT service,Maguire,iPTF,N,iPTF,01/01/2100,SN2013fs_2013-10-14_00-00-00_WHT-4.2m_ISIS_iPTF.ascii,,Object,,,Air,Angstrom,1,Other,,0,0,,,,,,,3162.508462,8394.087875,1.604286848,,,[Marshal: lastmodified=2013-10-17 08:29:20; specid=6323]  [Prev. spec info - createdby: upload-marshalspec; modifiedby: upload-marshalspec], Migration From WISeREP1.0,14/11/2013 8:06
