"Obj. ID","IAU name","Internal name/s","Obj. RA","Obj. DEC","Obj. Type","Redshift","Spec. ID","Obs-date","JD","From","Telescope","Instrument","Observer/s","Reducer/s","Source group","Public","Associated groups","End prop. period","Ascii file","Fits file","Spec. type","Spec. quality","Extinction-Corrected","WL Medium","WL Units","Flux Unit Coefficient","Spec. units","Flux Calibrated By","Exp-time","Aperture (slit)","HA","Airmass","Dichroic","Grism","Grating","Blaze","Lambda-min","Lambda-max","Del-Lambda","Contrib","Publish","Remarks","Created by","Creation date"
"5868","","PTF10nmn","237.51163","-7.41169","SLSN-R","0.123","17611","2010-07-07 00:00:00.00","2455384.5","","Keck1","LRIS","NA","NA","PTF","Y","PTF","","PTF10nmn_2010-07-07_00-00-00_Keck1_LRIS_PTF_0.dat","","Object","","","Air","Angstrom","1","Other","","0","0","","","","","","","3052.710218878","9075.1058527159","5.520069325241","Quimby et al. 2018","2018ApJ...855....2Q","Spectrum is the smoothed version. For the unbinned versions check the related files - clipped or raw.  [Data obtained from:R. Quimby] [Prev. spec info - createdby: ofer-UploadSet; modifiedby: ofer-UploadSet]"," Migration From WISeREP1.0","2010-11-22 09:23:22"
"5868","","PTF10nmn","237.51163","-7.41169","SLSN-R","0.123","17614","2010-07-14 00:00:00.00","2455391.5","","P200","DBSP","NA","NA","PTF","Y","PTF","","PTF10nmn_2010-07-14_00-00-00_P200_DBSP_PTF_1.dat","","Object","","","Air","Angstrom","1","Other","","0","0","","","","","","","3004.2741978629","8236.5281712378","5.180449478589","Quimby et al. 2018","2018ApJ...855....2Q","Spectrum is the smoothed version. For the unbinned versions check the related files - clipped or raw.  [Data obtained from:R. Quimby] [Prev. spec info - createdby: ofer-UploadSet; modifiedby: ofer-UploadSet]"," Migration From WISeREP1.0","2010-11-22 09:23:22"
"5868","","PTF10nmn","237.51163","-7.41169","SLSN-R","0.123","17617","2010-07-15 00:00:00.00","2455392.5","","P200","DBSP","NA","NA","PTF","Y","PTF","","PTF10nmn_2010-07-15_00-00-00_P200_DBSP_PTF_1.dat","","Object","","","Air","Angstrom","1","Other","","0","0","","","","","","","3101.9164265361","8904.3848052538","5.4947617222706","Quimby et al. 2018","2018ApJ...855....2Q","Spectrum is the smoothed version. For the unbinned versions check the related files - clipped or raw.  [Data obtained from:R. Quimby] [Prev. spec info - createdby: ofer-UploadSet; modifiedby: ofer-UploadSet]"," Migration From WISeREP1.0","2010-11-22 09:23:22"
"5868","","PTF10nmn","237.51163","-7.41169","SLSN-R","0.123","17620","2010-08-09 00:00:00.00","2455417.5","","P200","DBSP","NA","NA","PTF","Y","PTF","","PTF10nmn_2010-08-09_00-00-00_P200_DBSP_PTF_0.dat","","Object","","","Air","Angstrom","1","Other","","0","0","","","","","","","2927.2030127337","8940.0542432769","5.3782211364429","Quimby et al. 2018","2018ApJ...855....2Q","Spectrum is the smoothed version. For the unbinned versions check the related files - clipped or raw.  [Data obtained from:R. Quimby] [Prev. spec info - createdby: ofer-UploadSet; modifiedby: ofer-UploadSet]"," Migration From WISeREP1.0","2010-11-22 09:23:22"
"5868","","PTF10nmn","237.51163","-7.41169","SLSN-R","0.123","17622","2011-01-28 00:00:00.00","2455589.5","","P200","DBSP","NA","NA","PTF","Y","PTF","","PTF10nmn_2011-01-28_00-00-00_P200_DBSP_PTF_0.dat","","Object","","","Air","Angstrom","1","Other","","0","0","","","","","","","3585.7047977738","8211.8655874443","5.5736876983982","Quimby et al. 2018","2018ApJ...855....2Q","Spectrum is the smoothed version. For the unbinned versions check the related files - clipped or raw.  [Data obtained from:R. Quimby] [Prev. spec info - createdby: ofer-UploadSet; modifiedby: ofer-UploadSet]"," Migration From WISeREP1.0","2010-11-22 09:23:22"
"5868","","PTF10nmn","237.51163","-7.41169","SLSN-R","0.123","17624","2011-03-04 00:00:00.00","2455624.5","","Keck1","LRIS","NA","NA","PTF","Y","PTF","","PTF10nmn_2011-03-04_00-00-00_Keck1_LRIS_PTF_0.dat","","Object","","","Air","Angstrom","1","Other","","0","0","","","","","","","2826.5694406055","9166.264883081","5.3817448577891","Quimby et al. 2018","2018ApJ...855....2Q","Spectrum is the smoothed version. For the unbinned versions check the related files - clipped or raw.  [Data obtained from:R. Quimby] [Prev. spec info - createdby: ofer-UploadSet; modifiedby: ofer-UploadSet]"," Migration From WISeREP1.0","2010-11-22 09:23:22"
"5868","","PTF10nmn","237.51163","-7.41169","SLSN-R","0.123","17628","2011-07-03 00:00:00.00","2455745.5","","Keck1","LRIS","NA","NA","PTF","Y","PTF","","PTF10nmn_2011-07-03_00-00-00_Keck1_LRIS_PTF_0.dat","","Object","","","Air","Angstrom","1","Other","","0","0","","","","","","","2840.7269030276","9166.264883081","5.3926154987668","Quimby et al. 2018","2018ApJ...855....2Q","Spectrum is the smoothed version. For the unbinned versions check the related files - clipped or raw.  [Data obtained from:R. Quimby] [Prev. spec info - createdby: ofer-UploadSet; modifiedby: ofer-UploadSet]"," Migration From WISeREP1.0","2010-11-22 09:23:22"
