3480.583984375	1.11629229050403E-15
3483.42456579208	1.10616493432597E-15
3486.26514720917	8.19376530540823E-16
3489.10572862625	4.49309482540266E-16
3491.94631004333	1.04309111187551E-15
3494.78689146042	4.58818777191276E-16
3497.6274728775	7.57058396326448E-16
3500.46805429459	1.60943540473108E-15
3503.30863571167	2.1003685351631E-15
3506.14921712875	8.54301583653169E-16
3508.98979854584	1.43970660138107E-15
3511.83037996292	1.00709935858528E-15
3514.67096138	6.02016840651644E-16
3517.51154279709	9.66312401325439E-16
3520.35212421417	1.66355526227953E-15
3523.19270563126	1.29717762389959E-15
3526.03328704834	8.01811420072868E-16
3528.87386846542	6.92570519645962E-16
3531.71444988251	1.05054627283891E-15
3534.55503129959	1.29156032391407E-15
3537.39561271668	1.22177721828988E-15
3540.23619413376	1.05081718112712E-15
3543.07677555084	6.90049618911454E-16
3545.91735696793	1.73108723018026E-15
3548.75793838501	8.91256116109818E-16
3551.59851980209	1.46306307230606E-15
3554.43910121918	2.01181483304031E-15
3557.27968263626	1.79315845251363E-15
3560.12026405334	1.26538954776795E-15
3562.96084547043	1.15662666393828E-15
3565.80142688751	1.33305624578615E-15
3568.6420083046	2.00141621550286E-15
3571.48258972168	1.45335137532971E-15
3574.32317113876	1.2948202342516E-15
3577.16375255585	1.70967036898925E-15
3580.00433397293	1.81835300402835E-15
3582.84491539001	1.17148372884057E-15
3585.6854968071	1.40101752445399E-15
3588.52607822418	1.14022874407032E-15
3591.36665964127	1.09279349990232E-15
3594.20724105835	1.64503691694017E-15
3597.04782247543	1.71849467141045E-15
3599.88840389252	1.3781664441491E-15
3602.7289853096	1.69966954201051E-15
3605.56956672668	1.96494892249775E-15
3608.41014814377	1.15670353413145E-15
3611.25072956085	1.45399302913242E-15
3614.09131097794	1.32943773870523E-15
3616.93189239502	1.74561918802065E-15
3619.7724738121	1.20291084787535E-15
3622.61305522919	1.2747573751056E-15
3625.45363664627	9.88793366166333E-16
3628.29421806335	1.74198647505564E-15
3631.13479948044	1.89016976921327E-15
3633.97538089752	1.51858180126993E-15
3636.81596231461	1.56385094640684E-15
3639.65654373169	1.56566702063714E-15
3642.49712514877	1.79386047103532E-15
3645.33770656586	1.54355571367401E-15
3648.17828798294	1.02153596092022E-15
3651.01886940002	2.27870872174057E-15
