   3.3153400e+03   6.0474103e-01
   3.3198300e+03   6.1093535e-01
   3.3243200e+03   6.1192111e-01
   3.3288300e+03   5.6497740e-01
   3.3333400e+03   5.8205152e-01
   3.3378500e+03   6.3666828e-01
   3.3423800e+03   6.4657952e-01
   3.3469000e+03   6.5127381e-01
   3.3514400e+03   6.6306248e-01
   3.3559800e+03   6.3203410e-01
   3.3605200e+03   6.0031676e-01
   3.3650800e+03   6.6386566e-01
   3.3696400e+03   6.6320003e-01
   3.3742000e+03   6.5666756e-01
   3.3787700e+03   6.0084483e-01
   3.3833500e+03   6.3120142e-01
   3.3879300e+03   5.5007734e-01
   3.3925200e+03   6.0369885e-01
   3.3971200e+03   6.3783897e-01
   3.4017200e+03   6.3373923e-01
   3.4063300e+03   6.5291333e-01
   3.4109400e+03   6.7528237e-01
   3.4155600e+03   6.7627279e-01
   3.4201900e+03   6.7659327e-01
   3.4248200e+03   7.0724847e-01
   3.4294600e+03   6.4876543e-01
   3.4341100e+03   6.7742652e-01
   3.4387600e+03   6.8669196e-01
   3.4434200e+03   6.5404369e-01
   3.4480900e+03   7.0577979e-01
   3.4527600e+03   6.6476356e-01
   3.4574300e+03   6.7073409e-01
   3.4621200e+03   7.2038144e-01
   3.4668100e+03   7.4425801e-01
   3.4715000e+03   7.5910356e-01
   3.4762100e+03   7.1364358e-01
   3.4809200e+03   7.3936066e-01
   3.4856300e+03   7.5990739e-01
   3.4903500e+03   7.6953925e-01
   3.4950800e+03   7.1203610e-01
   3.4998200e+03   6.8399847e-01
   3.5045600e+03   7.1215830e-01
   3.5093100e+03   6.6758143e-01
   3.5140600e+03   7.0844607e-01
   3.5188200e+03   6.9131535e-01
   3.5235900e+03   6.6085607e-01
   3.5283600e+03   5.7452116e-01
   3.5331400e+03   5.8358127e-01
   3.5379300e+03   6.4465959e-01
   3.5427200e+03   6.1625048e-01
   3.5475200e+03   5.9169267e-01
   3.5523300e+03   6.4883793e-01
   3.5571400e+03   6.3316210e-01
   3.5619600e+03   5.8022722e-01
   3.5667800e+03   6.0569698e-01
   3.5716200e+03   6.0905005e-01
   3.5764500e+03   6.2123935e-01
   3.5813000e+03   6.6682874e-01
   3.5861500e+03   5.9206852e-01
   3.5910100e+03   6.2505622e-01
   3.5958700e+03   6.1335386e-01
   3.6007500e+03   6.3877582e-01
   3.6056200e+03   6.1705920e-01
   3.6105100e+03   5.9161588e-01
   3.6154000e+03   6.5158870e-01
   3.6203000e+03   6.4438924e-01
   3.6252000e+03   6.3533677e-01
   3.6301100e+03   6.1628348e-01
   3.6350300e+03   5.7345191e-01
   3.6399600e+03   5.7202199e-01
   3.6448900e+03   5.6435267e-01
   3.6498200e+03   5.3604583e-01
   3.6547700e+03   6.5929243e-01
   3.6597200e+03   6.6546378e-01
   3.6646800e+03   6.6102379e-01
   3.6696400e+03   6.3533458e-01
   3.6746100e+03   6.3847199e-01
   3.6795900e+03   6.4101694e-01
   3.6845800e+03   6.2669297e-01
   3.6895700e+03   5.7232426e-01
   3.6945700e+03   6.2005623e-01
   3.6995700e+03   6.2524717e-01
   3.7045800e+03   6.6118812e-01
   3.7096000e+03   5.9311907e-01
   3.7146300e+03   5.7959996e-01
   3.7196600e+03   6.3012087e-01
   3.7247000e+03   6.6190152e-01
   3.7297400e+03   6.7114469e-01
   3.7348000e+03   7.0686026e-01
   3.7398600e+03   7.1750571e-01
   3.7449200e+03   7.4711946e-01
   3.7500000e+03   7.3711796e-01
   3.7550800e+03   7.1137156e-01
   3.7601600e+03   7.0647718e-01
   3.7652600e+03   6.5860521e-01
   3.7703600e+03   6.0433249e-01
   3.7754700e+03   5.9119716e-01
   3.7805800e+03   5.5901617e-01
   3.7857000e+03   4.7079927e-01
   3.7908300e+03   4.2822646e-01
   3.7959700e+03   3.7788928e-01
   3.8011100e+03   3.3955896e-01
   3.8062600e+03   3.6070048e-01
   3.8114200e+03   3.5306870e-01
   3.8165800e+03   3.1777733e-01
   3.8217500e+03   3.6423843e-01
   3.8269300e+03   3.5343424e-01
   3.8321100e+03   3.4390863e-01
   3.8373000e+03   3.4086241e-01
   3.8425000e+03   3.5866362e-01
   3.8477100e+03   3.8507829e-01
   3.8529200e+03   3.7502394e-01
   3.8581400e+03   3.9908190e-01
   3.8633700e+03   3.8842930e-01
   3.8686000e+03   3.6520334e-01
   3.8738400e+03   3.6373106e-01
   3.8790900e+03   3.6760475e-01
   3.8843400e+03   3.6487275e-01
   3.8896100e+03   3.8558985e-01
   3.8948700e+03   4.1993655e-01
   3.9001500e+03   4.2356115e-01
   3.9054300e+03   4.5976086e-01
   3.9107300e+03   4.5482854e-01
   3.9160200e+03   5.2158926e-01
   3.9213300e+03   5.3138059e-01
   3.9266400e+03   5.8814748e-01
   3.9319600e+03   6.0121377e-01
   3.9372900e+03   6.6868574e-01
   3.9426200e+03   7.2989247e-01
   3.9479600e+03   7.8335900e-01
   3.9533100e+03   8.5297466e-01
   3.9586700e+03   8.5674145e-01
   3.9640300e+03   8.1287024e-01
   3.9694000e+03   8.3887444e-01
   3.9747800e+03   8.7608047e-01
   3.9801600e+03   8.9785782e-01
   3.9855500e+03   9.0248313e-01
   3.9909500e+03   9.0359511e-01
   3.9963600e+03   9.5652574e-01
   4.0017700e+03   9.1211136e-01
   4.0071900e+03   9.1286291e-01
   4.0126200e+03   8.9414014e-01
   4.0180600e+03   9.0408168e-01
   4.0235000e+03   8.4933842e-01
   4.0289500e+03   9.0544958e-01
   4.0344100e+03   8.9427389e-01
   4.0398800e+03   8.9238202e-01
   4.0453500e+03   8.8974945e-01
   4.0508300e+03   9.0537867e-01
   4.0563200e+03   9.2770885e-01
   4.0618100e+03   9.7622857e-01
   4.0673200e+03   8.9485316e-01
   4.0728300e+03   8.9159789e-01
   4.0783400e+03   8.5117382e-01
   4.0838700e+03   8.2258397e-01
   4.0894000e+03   8.1703922e-01
   4.0949400e+03   8.0802735e-01
   4.1004900e+03   8.0912188e-01
   4.1060400e+03   7.9558831e-01
   4.1116100e+03   8.4964640e-01
   4.1171800e+03   8.0902806e-01
   4.1227500e+03   8.1990303e-01
   4.1283400e+03   8.1487841e-01
   4.1339300e+03   8.4400635e-01
   4.1395300e+03   8.7364744e-01
   4.1451400e+03   8.6063834e-01
   4.1507500e+03   9.3634826e-01
   4.1563800e+03   9.6571121e-01
   4.1620100e+03   9.4362405e-01
   4.1676500e+03   9.1915485e-01
   4.1732900e+03   8.5566060e-01
