"Obj. ID","IAU name","Internal name/s","Obj. RA","Obj. DEC","Obj. Type","Redshift","Spec. ID","Obs-date","JD","From","Telescope","Instrument","Observer/s","Reducer/s","Source group","Public","Associated groups","End prop. period","Ascii file","Fits file","Spec. type","Spec. quality","Extinction-Corrected","WL Medium","WL Units","Flux Unit Coefficient","Spec. units","Flux Calibrated By","Exp-time","Aperture (slit)","HA","Airmass","Dichroic","Grism","Grating","Blaze","Lambda-min","Lambda-max","Del-Lambda","Contrib","Publish","Remarks","Created by","Creation date"
"5122","2013ek","","314.4746","-51.8736","SN Ic","0.016","15389","2013-07-31 15:47:17.00","2456505.1578356","","ANU-2.3m","WiFeS","Childress","Childress","PESSTO","Y","PESSTO","","2013ek_2013-07-31_15-47-17_ANU-2.3m_WiFeS_PESSTO_0.dat","2013ek_2013-07-31_15-47-17_ANU-2.3m_WiFeS_PESSTO_0.fits","Object","High","","Air","Angstrom","1","Other","","1199","0","","1.108","RT560","","R3000","","5314.9606299213","9416.0194697343","1.2326597053841","Childress et al. 2016","2016PASA...33...55C","WiFeS DR1 Spectra; obtained from Mike Childress. [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm-UploadSet]"," Migration From WISeREP1.0","2012-08-09 12:20:23"
"5122","2013ek","","314.4746","-51.8736","SN Ic","0.016","50877","2013-08-02 10:04:48.00","2456506.92","","Keck2","DEIMOS","Kelsey Clubb, Ori Fox","Brad Cenko","UCB-SNDB","Y","UCB-SNDB","","SN_2013ek_2013-08-02_10-04-48_Keck2_DEIMOS_UCB-SNDB_0.flm","","Object","","","Air","Angstrom","1","erg cm(-2) sec(-1) Ang(-1)","","","","","","","","","","4358.0842116323","9479.2652283056","0.62590821518862","","2019MNRAS.482.1545S","SNR: 42.653;","WIS_Bot1","2019-01-23 10:48:35"
"5122","2013ek","","314.4746","-51.8736","SN Ic","0.016","15407","2013-08-04 02:08:14.00","2456508.5890509","","ESO-NTT","EFOSC2-NTT","Vreeswijk, De Cia, Barbarino","Cosimo Inserra","PESSTO-SSDR","Y","PESSTO-SSDR","","SN2013ek_2013-08-04_02-08-14_ESO-NTT_EFOSC2-NTT_PESSTO-SSDR.dat","SN2013ek_2013-08-04_02-08-14_ESO-NTT_EFOSC2-NTT_PESSTO-SSDR.fits","Object","High","","Air","Angstrom","1","Other","","1500","1","","","","Gr#11","","","3294.9640443504","7354.7253249705","4.0155897928982","","","As part of the &lt;a href=http://www.eso.org/sci/publications/announcements/sciann15062.html&gt;PESSTO SSDR2&lt;/a&gt; [Prev. spec info - createdby: ofer-UploadSet; modifiedby: ofer-UploadSet]"," Migration From WISeREP1.0","2012-08-09 12:20:23"
"5122","2013ek","","314.4746","-51.8736","SN Ic","0.016","15411","2013-08-15 03:54:14.00","2456519.662662","","ESO-NTT","EFOSC2-NTT","Vreeswijk,De Cia,Barbarino","Cosimo Inserra","PESSTO-SSDR","Y","PESSTO-SSDR","","SN2013ek_2013-08-15_03-54-14_ESO-NTT_EFOSC2-NTT_PESSTO-SSDR.dat","SN2013ek_2013-08-15_03-54-14_ESO-NTT_EFOSC2-NTT_PESSTO-SSDR.fits","Object","High","","Air","Angstrom","1","Other","","1500","1","","","","Gr#11","","","3293.704063878","7354.171860876","4.0162886221543","","","As part of the &lt;a href=http://www.eso.org/sci/publications/announcements/sciann15062.html&gt;PESSTO SSDR2&lt;/a&gt; [Prev. spec info - createdby: ofer-UploadSet; modifiedby: ofer-UploadSet]"," Migration From WISeREP1.0","2012-08-09 12:20:23"
"5122","2013ek","","314.4746","-51.8736","SN Ic","0.016","15415","2013-09-08 00:09:10.00","2456543.5063657","","ESO-NTT","EFOSC2-NTT","Kankare,Kangas","Cosimo Inserra","PESSTO-SSDR","Y","PESSTO-SSDR","","SN2013ek_2013-09-08_00-09-10_ESO-NTT_EFOSC2-NTT_PESSTO-SSDR.dat","SN2013ek_2013-09-08_00-09-10_ESO-NTT_EFOSC2-NTT_PESSTO-SSDR.fits","Object","High","","Air","Angstrom","1","Other","","1500","1.5","","","","Gr#11","","","3290.3278932283","7350.3368579035","4.0158347820724","","","As part of the &lt;a href=http://www.eso.org/sci/publications/announcements/sciann15062.html&gt;PESSTO SSDR2&lt;/a&gt; [Prev. spec info - createdby: ofer-UploadSet; modifiedby: ofer-UploadSet]"," Migration From WISeREP1.0","2012-08-09 12:20:23"
