"Obj. ID","IAU name","Internal name/s","Obj. RA","Obj. DEC","Obj. Type","Redshift","Spec. ID","Obs-date","JD","From","Telescope","Instrument","Observer/s","Reducer/s","Source group","Public","Associated groups","End prop. period","Ascii file","Fits file","Spec. type","Spec. quality","Extinction-Corrected","WL Medium","WL Units","Flux Unit Coefficient","Spec. units","Flux Calibrated By","Exp-time","Aperture (slit)","HA","Airmass","Dichroic","Grism","Grating","Blaze","Lambda-min","Lambda-max","Del-Lambda","Contrib","Publish","Remarks","Created by","Creation date"
"1602","","CSS121015-004244+132827","10.6848","13.474","SLSN-II","0.2868","5039","2012-10-19 00:00:00.00","2456219.5","","Ekar","AFOSC","Unknown","Unknown","","Y","","","CSS121015-004244p132827_2012-10-19_00-00-00_Ekar_AFOSC_None.ascii","CSS121015-004244p132827_2012-10-19_00-00-00_Ekar_AFOSC_None.fits","Object","","","Air","Angstrom","1","Other","","2700","0","","","","","","","2875.3497046938","6373.8363619951","3.7658629249744","Benetti et al. 2014","2014MNRAS.441..289B","[Data obtained from:Benetti, S.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm]"," Migration From WISeREP1.0","2012-11-07 16:57:51"
"1602","","CSS121015-004244+132827","10.6848","13.474","SLSN-II","0.2868","5049","2012-10-19 21:05:25.00","2456220.3787616","","Ekar","AFOSC","Turatto","Unknown","Asiago","Y","Asiago","","CSS121015-004244p132827_2012-10-19_21-05-25_Ekar_AFOSC_Asiago.ascii","CSS121015-004244p132827_2012-10-19_21-05-25_Ekar_AFOSC_Asiago.fits","Object","","","Air","Angstrom","1","Other","","2700","1.69","","","","","","","3263.9104755984","6366.8483519799","3.7520409629764","","","Data was ingested from the &lt;a href=&#039;http://graspa.oapd.inaf.it/cgi-bin/output_class.cgi?sn=2011&#039;&gt;Asiago SN classification Program&lt;/a&gt;; Discoverer: CRTS;  See also: &lt;a href=&quot;http://adsabs.harvard.edu/abs/2014AN....335..841T&quot;&gt;2014AN....335..841T&lt;/a&gt; [Prev. spec info - createdby: ofer-UploadSet; modifiedby: ofer-UploadSet]"," Migration From WISeREP1.0","2012-11-07 16:57:51"
"1602","","CSS121015-004244+132827","10.6848","13.474","SLSN-II","0.2868","5042","2012-11-14 00:00:00.00","2456245.5","","ESO-NTT","EFOSC2-NTT","Unknown","Unknown","","Y","","","CSS121015-004244p132827_2012-11-14_00-00-00_ESO-NTT_EFOSC2-NTT_None.ascii","CSS121015-004244p132827_2012-11-14_00-00-00_ESO-NTT_EFOSC2-NTT_None.fits","Object","","","Air","Angstrom","1","Other","","0","0","","","","","","","2849.3953994405","7200.1126826236","4.2864209686533","Benetti et al. 2014","2014MNRAS.441..289B","[Data obtained from:Benetti, S.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm]"," Migration From WISeREP1.0","2012-11-07 16:57:51"
"1602","","CSS121015-004244+132827","10.6848","13.474","SLSN-II","0.2868","5045","2012-12-13 00:00:00.00","2456274.5","","ESO-NTT","EFOSC2-NTT","Unknown","Unknown","","Y","","","CSS121015-004244p132827_2012-12-13_00-00-00_ESO-NTT_EFOSC2-NTT_None.ascii","CSS121015-004244p132827_2012-12-13_00-00-00_ESO-NTT_EFOSC2-NTT_None.fits","Object","","","Air","Angstrom","1","Other","","1800","0","","","","","","","2850.5595275101","7198.6975072517","4.2838797829967","Benetti et al. 2014","2014MNRAS.441..289B","[Data obtained from:Benetti, S.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm]"," Migration From WISeREP1.0","2012-11-07 16:57:51"
"1602","","CSS121015-004244+132827","10.6848","13.474","SLSN-II","0.2868","5046","2012-12-14 00:00:00.00","2456275.5","","TNG","DOLORES","Unknown","Unknown","","Y","","","CSS121015-004244p132827_2012-12-14_00-00-00_TNG_DOLORES_None.ascii","CSS121015-004244p132827_2012-12-14_00-00-00_TNG_DOLORES_None.fits","Object","","","Air","Angstrom","1","Other","","3600","0","","","","","","","2719.925396332","8068.9303614465","2.0652528822836","Benetti et al. 2014","2014MNRAS.441..289B","[Data obtained from:Benetti, S.] [Prev. spec info - createdby: ilanm-UploadSet; modifiedby: ilanm]"," Migration From WISeREP1.0","2012-11-07 16:57:51"
"1602","","CSS121015-004244+132827","10.6848","13.474","SLSN-II","0.2868","5066","2013-11-26 02:45:01.00","2456622.6145949","","ESO-NTT","EFOSC2-NTT","Dennefeld/Bersier","Cosimo Inserra","PESSTO-SSDR","Y","PESSTO-SSDR","","CSS121015-004244p132827_2013-11-26_02-45-01_ESO-NTT_EFOSC2-NTT_PESSTO-SSDR.dat","CSS121015-004244p132827_2013-11-26_02-45-01_ESO-NTT_EFOSC2-NTT_PESSTO-SSDR.fits","Object","High","","Air","Angstrom","1","Other","","2700","1.5","","","","Gr#13","","","2851.2526616568","7197.0347780852","4.2900119609362","","","As part of the &lt;a href=http://www.eso.org/sci/publications/announcements/sciann15062.html&gt;PESSTO SSDR2&lt;/a&gt; [Prev. spec info - createdby: ofer-UploadSet; modifiedby: ofer-UploadSet]"," Migration From WISeREP1.0","2012-11-07 16:57:51"
"1602","","CSS121015-004244+132827","10.6848","13.474","SLSN-II","0.2868","5071","2013-12-27 01:28:00.00","2456653.5611111","","ESO-NTT","EFOSC2-NTT","LeGuillou/Fleury/Leget","Cosimo Inserra","PESSTO-SSDR","Y","PESSTO-SSDR","","CSS121015-004244p132827_2013-12-27_01-28-00_ESO-NTT_EFOSC2-NTT_PESSTO-SSDR.dat","CSS121015-004244p132827_2013-12-27_01-28-00_ESO-NTT_EFOSC2-NTT_PESSTO-SSDR.fits","Object","High","","Air","Angstrom","1","Other","","2700","1.5","","","","","","","3839.3753573827","7192.2974185188","4.3886414412777","","","As part of the &lt;a href=http://www.eso.org/sci/publications/announcements/sciann15062.html&gt;PESSTO SSDR2&lt;/a&gt; [Prev. spec info - createdby: ofer-UploadSet; modifiedby: ofer-UploadSet]"," Migration From WISeREP1.0","2012-11-07 16:57:51"
