Obj. ID,IAU name,Internal name/s,Obj. RA,Obj. DEC,Obj. Type,Redshift,Spec. ID,Obs-date,JD,ttopeak,From,Telescope,Instrument,Observer/s,Reducer/s,Source group,Public,Associated groups,End prop. period,Ascii file,Fits file,Spec. type,Spec. quality,Extinction-Corrected,WL Medium,WL Units,Flux Unit Coefficient,Spec. units,Flux Calibrated By,Exp-time,Aperture (slit),HA,Airmass,Dichroic,Grism,Grating,Blaze,Lambda-min,Lambda-max,Del-Lambda,Contrib,Publish,Remarks,Created by,Creation date
13652,2019vqd,,101.1737625,20.66440556,SN II,0.04,54753,51:37.0,2458814.786,-5.1741551,,ESO-NTT,EFOSC2-NTT,"T. Wevers, N. Ihanec","E. Callis, M. Gromadzki",ePESSTO+,Y,ePESSTO+,,SN2019vqd_2019-11-27_06-51-37.427_ESO-NTT_EFOSC2-NTT_ePESSTOp.asci,SN2019vqd_2019-11-27_06-51-37.427_ESO-NTT_EFOSC2-NTT_ePESSTOp.fits,Object,Medium,,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),,600,1,,1.553,,Gr13,Free,,3644.047852,9239.227452,5.512492217,,,,WIS_Bot1,27/11/2019 10:51
