"Obj. ID","IAU name","Internal name/s","Obj. RA","Obj. DEC","Obj. Type","Redshift","Spec. ID","Obs-date","JD","From","Telescope","Instrument","Observer/s","Reducer/s","Source group","Public","Associated groups","End prop. period","Ascii file","Fits file","Spec. type","Spec. quality","Extinction-Corrected","WL Medium","WL Units","Flux Unit Coefficient","Spec. units","Flux Calibrated By","Exp-time","Aperture (slit)","HA","Airmass","Dichroic","Grism","Grating","Blaze","Lambda-min","Lambda-max","Del-Lambda","Contrib","Publish","Remarks","Created by","Creation date"
"106","2012il","","146.553542","19.841167","SN Ic","0.175","241","2012-01-30 00:00:00.00","2455956.5","","NOT","ALFOSC","Unknown","Inserra","","Y","","","SN2012il_2012-01-30_00-00-00_NOT_ALFOSC_None.ascii","","Object","High","","Air","Angstrom","1","Other","","1800","0","","","","","","","3000","7783.2272851064","2.5869266009229","Inserra et al. 2013","2013ApJ...770..128I","Spectrum is corrected for reddening, de-deredshifted back to observed WLs [Data obtained from:Inserra] [Prev. spec info - createdby: ofer-UploadSet; modifiedby: ofer]"," Migration From WISeREP1.0","2013-11-21 13:07:56"
"106","2012il","","146.553542","19.841167","SN Ic","0.175","244","2012-03-17 00:00:00.00","2456003.5","","VLT-UT2","X-Shooter","Unknown","Inserra","","Y","","","SN2012il_2012-03-17_00-00-00_VLT-UT2_X-Shooter_None.ascii","","Object","High","","Air","Angstrom","1","Other","","0","0","","","","","","","4748.9361702128","8782.9786382979","0.34039679926463","Inserra et al. 2013","2013ApJ...770..128I","Spectrum is corrected for reddening [Data obtained from:Inserra] [Prev. spec info - createdby: ofer-UploadSet; modifiedby: ofer]"," Migration From WISeREP1.0","2013-11-21 13:07:56"
