"Obj. ID","IAU name","Internal name/s","Obj. RA","Obj. DEC","Obj. Type","Redshift","Spec. ID","Obs-date","JD","From","Telescope","Instrument","Observer/s","Reducer/s","Source group","Public","Associated groups","End prop. period","Ascii file","Fits file","Spec. type","Spec. quality","Extinction-Corrected","WL Medium","WL Units","Flux Unit Coefficient","Spec. units","Flux Calibrated By","Exp-time","Aperture (slit)","HA","Airmass","Dichroic","Grism","Grating","Blaze","Lambda-min","Lambda-max","Del-Lambda","Contrib","Publish","Remarks","Created by","Creation date"
"7335","","LSQ14mo","155.673","-16.9207","SLSN-I","0.253","21984","2014-01-31 03:46:58.00","2456688.6576157","","ESO-NTT","EFOSC2-NTT","G. Leloudas, M. Ergon","Cosimo Inserra","PESSTO-SSDR","Y","PESSTO-SSDR","","LSQ14mo_2014-01-31_03-46-58_ESO-NTT_EFOSC2-NTT_PESSTO-SSDR.dat","LSQ14mo_2014-01-31_03-46-58_ESO-NTT_EFOSC2-NTT_PESSTO-SSDR.fits","Object","High","","Air","Angstrom","1","Other","","1800","1","","","","Gr#13","","","2928.1345616281","7397.7313018835","4.4035435864585","","","As part of the &lt;a href=http://www.eso.org/sci/publications/announcements/sciann15062.html&gt;PESSTO SSDR2&lt;/a&gt; [Prev. spec info - createdby: ofer-UploadSet; modifiedby: ofer-UploadSet]"," Migration From WISeREP1.0","2014-01-31 10:28:13"
"7335","","LSQ14mo","155.673","-16.9207","SLSN-I","0.253","21991","2014-02-20 01:19:30.00","2456708.5552083","","ESO-NTT","EFOSC2-NTT","Morgan Fraser, Heather Campbell","Cosimo Inserra","PESSTO-SSDR","Y","PESSTO-SSDR","","LSQ14mo_2014-02-20_01-19-30_ESO-NTT_EFOSC2-NTT_PESSTO-SSDR.dat","LSQ14mo_2014-02-20_01-19-30_ESO-NTT_EFOSC2-NTT_PESSTO-SSDR.fits","Object","High","","Air","Angstrom","1","Other","","1800","1","","","","Gr#13","","","2928.4317670391","7398.6836122905","4.4041890100999","","","As part of the &lt;a href=http://www.eso.org/sci/publications/announcements/sciann15062.html&gt;PESSTO SSDR2&lt;/a&gt; [Prev. spec info - createdby: ofer-UploadSet; modifiedby: ofer-UploadSet]"," Migration From WISeREP1.0","2014-01-31 10:28:13"
"7335","","LSQ14mo","155.673","-16.9207","SLSN-I","0.253","21997","2014-03-08 05:32:36.00","2456724.7309722","","ESO-NTT","EFOSC2-NTT","Blagorodnova/Walton","Cosimo Inserra","PESSTO-SSDR","Y","PESSTO-SSDR","","LSQ14mo_2014-03-08_05-32-36_ESO-NTT_EFOSC2-NTT_PESSTO-SSDR.dat","LSQ14mo_2014-03-08_05-32-36_ESO-NTT_EFOSC2-NTT_PESSTO-SSDR.fits","Object","High","","Air","Angstrom","1","Other","","2400","1","","","","Gr#13","","","2928.2359403352","7398.5032361692","4.4042042323488","","","As part of the &lt;a href=http://www.eso.org/sci/publications/announcements/sciann15062.html&gt;PESSTO SSDR2&lt;/a&gt; [Prev. spec info - createdby: ofer-UploadSet; modifiedby: ofer-UploadSet]"," Migration From WISeREP1.0","2014-01-31 10:28:13"
