3.49917822265625E+03,1.12913489864509E-14
3.50091974079609E+03,1.1282595747974E-14
3.50266125893593E+03,1.13667179780976E-14
3.50440277707577E+03,1.12731310018214E-14
3.50614429521561E+03,1.15205984536253E-14
3.50788581335545E+03,1.14859412535554E-14
3.50962733149529E+03,1.15695357821529E-14
3.51136884963513E+03,1.16617005901107E-14
3.51311036777496E+03,1.18096916455561E-14
3.5148518859148E+03,1.16448810568771E-14
3.51659340405464E+03,1.18678192815615E-14
3.51833492219448E+03,1.19111992269222E-14
3.52007644033432E+03,1.18149576493892E-14
3.52181795847416E+03,1.17953234256719E-14
3.523559476614E+03,1.19063626687933E-14
3.52530099475384E+03,1.20512891590356E-14
3.52704251289368E+03,1.23615463161865E-14
3.52878403103352E+03,1.25155860339083E-14
3.53052554917336E+03,1.23697998052246E-14
3.5322670673132E+03,1.24078332786222E-14
3.53400858545303E+03,1.22946967819233E-14
3.53575010359287E+03,1.24519230375927E-14
3.53749162173271E+03,1.26281219842476E-14
3.53923313987255E+03,1.24017227829407E-14
3.54097465801239E+03,1.26593461597822E-14
3.54271617615223E+03,1.30457185446064E-14
3.54445769429207E+03,1.29257702089457E-14
3.54619921243191E+03,1.27313753005179E-14
3.54794073057175E+03,1.28435207686684E-14
3.54968224871159E+03,1.29360794469467E-14
3.55142376685143E+03,1.31068565357062E-14
3.55316528499127E+03,1.30874654104447E-14
3.5549068031311E+03,1.28681092880943E-14
3.55664832127094E+03,1.26576080481744E-14
3.55838983941078E+03,1.28391560078912E-14
3.56013135755062E+03,1.30347681026642E-14
3.56187287569046E+03,1.28806038710992E-14
3.5636143938303E+03,1.26592131756095E-14
3.56535591197014E+03,1.27566219645437E-14
3.56709743010998E+03,1.31714978550759E-14
3.56883894824982E+03,1.3234512024154E-14
3.57058046638966E+03,1.30453297564836E-14
3.5723219845295E+03,1.29646541034223E-14
3.57406350266934E+03,1.28171018110436E-14
3.57580502080917E+03,1.26345967040964E-14
3.57754653894901E+03,1.26656574022722E-14
