wav,flux
5514.16,5.595291e-14
5515.16,5.578245e-14
5516.16,5.67723e-14
5517.16,5.796746e-14
5518.16,5.904347e-14
5519.16,5.906817e-14
5520.16,5.958281e-14
5521.16,5.998277e-14
5522.16,6.000156e-14
5523.16,5.922657e-14
5524.16,6.050254e-14
5525.16,6.141603e-14
5526.16,6.175737e-14
5527.16,6.168012e-14
5528.16,6.177061e-14
5529.16,6.17622e-14
5530.16,6.179918e-14
5531.16,6.222658e-14
5532.16,6.311774e-14
5533.16,6.292833e-14
5534.16,6.296933e-14
5535.16,6.309176e-14
5536.16,6.332174e-14
5537.16,6.375518e-14
5538.16,6.414326e-14
5539.16,6.38204e-14
5540.16,6.43097e-14
5541.16,6.530764e-14
5542.16,6.470455e-14
5543.16,6.553803e-14
5544.16,6.569569e-14
5545.16,6.582315e-14
5546.16,6.614945e-14
5547.16,6.589008e-14
5548.16,6.649465e-14
5549.16,6.69438e-14
5550.16,6.721862e-14
5551.16,6.724444e-14
5552.16,6.788806e-14
5553.16,6.781983e-14
5554.16,6.791967e-14
5555.16,6.818023e-14
5556.16,6.773403e-14
5557.16,6.931292e-14
5558.16,6.86605e-14
5559.16,6.816298e-14
5560.16,6.921821e-14
5561.16,7.000367e-14
5562.16,6.951996e-14
5563.16,6.965564e-14
5564.16,7.000162e-14
5565.16,6.959673e-14
5566.16,6.914843e-14
5567.16,6.898349e-14
5568.16,6.910119e-14
5569.16,6.949489e-14
5570.16,7.002768e-14
5571.16,6.950788e-14
5572.16,6.99073e-14
5573.16,7.030714e-14
5574.16,6.996168e-14
5575.16,6.915771e-14
5576.16,6.949077e-14
5577.16,6.942636e-14
5578.16,6.922377e-14
5579.16,6.997441e-14
5580.16,7.030929e-14
5581.16,7.085431e-14
5582.16,7.071268e-14
5583.16,6.97221e-14
5584.16,7.130192e-14
5585.16,7.105198e-14
5586.16,7.153151e-14
5587.16,7.203264e-14
5588.16,7.175573e-14
5589.16,7.275747e-14
5590.16,7.15397e-14
5591.16,7.115409e-14
5592.16,7.174765e-14
5593.16,7.324322e-14
5594.16,7.3721e-14
5595.16,7.290804e-14
5596.16,7.219729e-14
5597.16,7.215421e-14
5598.16,7.244008e-14
5599.16,7.360496e-14
5600.16,7.376102e-14
5601.16,7.33456e-14
5602.16,7.281792e-14
5603.16,7.373536e-14
5604.16,7.369933e-14
5605.16,7.387486e-14
5606.16,7.414823e-14
5607.16,7.26802e-14
5608.16,7.241973e-14
5609.16,7.201467e-14
5610.16,7.208158e-14
5611.16,7.308005e-14
5612.16,7.359365e-14
5613.16,7.308416e-14
5614.16,7.240979e-14
5615.16,7.195232e-14
5616.16,7.268167e-14
5617.16,7.313811e-14
5618.16,7.275051e-14
5619.16,7.23073e-14
5620.16,7.195072e-14
5621.16,7.147894e-14
5622.16,7.247401e-14
5623.16,7.238237e-14
5624.16,7.184054e-14
5625.16,7.1193e-14
5626.16,7.146039e-14
5627.16,7.188519e-14
5628.16,7.188668e-14
5629.16,7.151782e-14
5630.16,7.089308e-14
5631.16,6.959505e-14
5632.16,7.019919e-14
5633.16,7.089778e-14
5634.16,7.114347e-14
5635.16,7.041016e-14
5636.16,7.014775e-14
5637.16,7.063765e-14
5638.16,7.113124e-14
5639.16,7.070569e-14
5640.16,7.020514e-14
5641.16,6.985236e-14
5642.16,7.003151e-14
5643.16,7.045476e-14
5644.16,6.94333e-14
5645.16,7.008983e-14
5646.16,7.030323e-14
5647.16,6.996842e-14
5648.16,6.894873e-14
5649.16,6.932378e-14
5650.16,6.914033e-14
5651.16,6.864873e-14
5652.16,6.832294e-14
5653.16,6.915338e-14
5654.16,6.828512e-14
5655.16,6.838275e-14
5656.16,6.81229e-14
5657.16,6.751812e-14
5658.16,6.842657e-14
5659.16,6.794774e-14
5660.16,6.760518e-14
5661.16,6.755471e-14
5662.16,6.800052e-14
5663.16,6.903519e-14
5664.16,6.82618e-14
5665.16,6.823966e-14
5666.16,6.850499e-14
5667.16,6.757427e-14
5668.16,6.811909e-14
5669.16,6.806624e-14
5670.16,6.822419e-14
5671.16,6.869695e-14
5672.16,6.788108e-14
5673.16,6.744587e-14
5674.16,6.705438e-14
5675.16,6.677555e-14
5676.16,6.673415e-14
5677.16,6.738602e-14
5678.16,6.761938e-14
5679.16,6.803466e-14
5680.16,6.835896e-14
5681.16,6.711016e-14
5682.16,6.665902e-14
5683.16,6.689396e-14
5684.16,6.687831e-14
5685.16,6.623662e-14
5686.16,6.66347e-14
5687.16,6.609027e-14
5688.16,6.626904e-14
5689.16,6.652965e-14
5690.16,6.578403e-14
5691.16,6.622278e-14
5692.16,6.665651e-14
5693.16,6.686378e-14
5694.16,6.677666e-14
5695.16,6.619952e-14
5696.16,6.59937e-14
5697.16,6.583135e-14
5698.16,6.576779e-14
5699.16,6.587055e-14
5700.16,6.534272e-14
5701.16,6.52052e-14
5702.16,6.529312e-14
5703.16,6.552081e-14
5704.16,6.575191e-14
5705.16,6.547076e-14
5706.16,6.470309e-14
5707.16,6.417231e-14
5708.16,6.411289e-14
5709.16,6.486704e-14
5710.16,6.346751e-14
5711.16,6.376429e-14
5712.16,6.43724e-14
5713.16,6.394256e-14
5714.16,6.329774e-14
5715.16,6.287939e-14
5716.16,6.241548e-14
5717.16,6.191547e-14
5718.16,6.138246e-14
5719.16,6.122418e-14
5720.16,6.11343e-14
5721.16,6.084695e-14
5722.16,6.024348e-14
5723.16,6.082733e-14
5724.16,6.008115e-14
5725.16,5.962779e-14
5726.16,5.930043e-14
5727.16,5.879885e-14
5728.16,6.009752e-14
5729.16,5.902067e-14
5730.16,5.867395e-14
5731.16,5.924024e-14
5732.16,5.772282e-14
5733.16,5.771729e-14
5734.16,5.795532e-14
5735.16,5.786112e-14
5736.16,5.689681e-14
5737.16,5.761407e-14
5738.16,5.756926e-14
5739.16,5.736035e-14
5740.16,5.707322e-14
5741.16,5.686198e-14
5742.16,5.635058e-14
5743.16,5.670675e-14
5744.16,5.706916e-14
5745.16,5.715587e-14
5746.16,5.624993e-14
5747.16,5.624444e-14
5748.16,5.633673e-14
5749.16,5.624698e-14
5750.16,5.550178e-14
5751.16,5.536385e-14
5752.16,5.584439e-14
5753.16,5.544579e-14
5754.16,5.443478e-14
5755.16,5.535823e-14
5756.16,5.468262e-14
5757.16,5.478146e-14
5758.16,5.512225e-14
5759.16,5.54872e-14
5760.16,5.386187e-14
5761.16,5.412183e-14
5762.16,5.399766e-14
5763.16,5.376775e-14
5764.16,5.415765e-14
5765.16,5.470517e-14
5766.16,5.46433e-14
5767.16,5.419437e-14
5768.16,5.349715e-14
5769.16,5.423976e-14
5770.16,5.419334e-14
5771.16,5.380238e-14
5772.16,5.36212e-14
5773.16,5.431486e-14
5774.16,5.444918e-14
5775.16,5.40782e-14
5776.16,5.387172e-14
5777.16,5.385352e-14
5778.16,5.394879e-14
5779.16,5.370888e-14
5780.16,5.330097e-14
5781.16,5.292647e-14
5782.16,5.269506e-14
5783.16,5.300354e-14
5784.16,5.338923e-14
5785.16,5.354661e-14
5786.16,5.34955e-14
5787.16,5.317979e-14
5788.16,5.330462e-14
5789.16,5.285844e-14
5790.16,5.298922e-14
5791.16,5.379628e-14
5792.16,5.405445e-14
5793.16,5.411262e-14
5794.16,5.384325e-14
5795.16,5.365094e-14
5796.16,5.39131e-14
5797.16,5.378568e-14
5798.16,5.37601e-14
5799.16,5.387425e-14
5800.16,5.402775e-14
5801.16,5.382607e-14
5802.16,5.44904e-14
5803.16,5.449975e-14
5804.16,5.447526e-14
5805.16,5.462219e-14
5806.16,5.505272e-14
5807.16,5.54491e-14
5808.16,5.574451e-14
5809.16,5.590291e-14
5810.16,5.580531e-14
5811.16,5.546091e-14
5812.16,5.618311e-14
5813.16,5.641094e-14
5814.16,5.605413e-14
5815.16,5.683439e-14
5816.16,5.615428e-14
5817.16,5.65988e-14
5818.16,5.705967e-14
5819.16,5.667759e-14
5820.16,5.729741e-14
5821.16,5.739081e-14
5822.16,5.714239e-14
5823.16,5.69409e-14
5824.16,5.837172e-14
5825.16,5.817924e-14
5826.16,5.859251e-14
5827.16,5.873826e-14
5828.16,5.829563e-14
5829.16,5.889346e-14
5830.16,5.923396e-14
5831.16,5.885192e-14
5832.16,5.847786e-14
5833.16,5.943208e-14
5834.16,5.885199e-14
5835.16,5.971115e-14
5836.16,6.004936e-14
5837.16,5.969488e-14
5838.16,6.016203e-14
5839.16,6.004222e-14
5840.16,6.005614e-14
5841.16,6.000495e-14
5842.16,5.970249e-14
5843.16,6.050279e-14
5844.16,6.115486e-14
5845.16,6.144466e-14
5846.16,6.142064e-14
5847.16,6.125914e-14
5848.16,6.065874e-14
5849.16,6.095248e-14
5850.16,6.119835e-14
5851.16,6.105514e-14
5852.16,6.164254e-14
5853.16,6.188806e-14
5854.16,6.19402e-14
5855.16,6.186211e-14
5856.16,6.17096e-14
5857.16,6.175497e-14
5858.16,6.170905e-14
5859.16,6.143697e-14
5860.16,6.100936e-14
5861.16,6.157954e-14
5862.16,6.242152e-14
5863.16,6.224584e-14
5864.16,6.187444e-14
5865.16,6.196005e-14
5866.16,6.223329e-14
5867.16,6.228605e-14
5868.16,6.254673e-14
5869.16,6.277863e-14
5870.16,6.166806e-14
5871.16,6.225258e-14
5872.16,6.215399e-14
5873.16,6.193607e-14
5874.16,6.18116e-14
5875.16,6.228013e-14
5876.16,6.243502e-14
5877.16,6.264821e-14
5878.16,6.270292e-14
5879.16,6.199051e-14
5880.16,6.216214e-14
5881.16,6.185742e-14
5882.16,6.181781e-14
5883.16,6.214799e-14
5884.16,6.157579e-14
5885.16,6.182814e-14
5886.16,6.164089e-14
5887.16,6.149653e-14
5888.16,6.198683e-14
5889.16,6.237637e-14
5890.16,6.091185e-14
5891.16,6.069667e-14
5892.16,6.160692e-14
5893.16,6.100444e-14
5894.16,6.07808e-14
5895.16,6.117388e-14
5896.16,6.165988e-14
5897.16,6.195358e-14
5898.16,6.160632e-14
5899.16,6.120452e-14
5900.16,6.12608e-14
5901.16,6.153929e-14
5902.16,6.133314e-14
5903.16,6.13867e-14
5904.16,6.129715e-14
5905.16,6.132107e-14
5906.16,6.154708e-14
5907.16,6.195119e-14
5908.16,6.200792e-14
5909.16,6.161888e-14
5910.16,6.120958e-14
5911.16,6.148702e-14
5912.16,6.229139e-14
5913.16,6.206287e-14
5914.16,6.202641e-14
5915.16,6.224156e-14
5916.16,6.128857e-14
5917.16,6.181569e-14
5918.16,6.195753e-14
5919.16,6.175331e-14
5920.16,6.106355e-14
5921.16,6.144732e-14
5922.16,6.167548e-14
5923.16,6.154711e-14
5924.16,6.125878e-14
5925.16,6.187578e-14
5926.16,6.243677e-14
5927.16,6.202944e-14
5928.16,6.162411e-14
5929.16,6.168465e-14
5930.16,6.234275e-14
5931.16,6.207875e-14
5932.16,6.209351e-14
5933.16,6.215324e-14
5934.16,6.15571e-14
5935.16,6.22043e-14
5936.16,6.18688e-14
5937.16,6.190809e-14
5938.16,6.264461e-14
5939.16,6.21482e-14
5940.16,6.105231e-14
5941.16,6.065898e-14
5942.16,6.066001e-14
5943.16,6.08025e-14
5944.16,6.236194e-14
5945.16,6.204032e-14
5946.16,6.176253e-14
5947.16,6.178523e-14
5948.16,6.204495e-14
5949.16,6.176406e-14
5950.16,6.190476e-14
5951.16,6.182792e-14
5952.16,6.086353e-14
5953.16,6.168402e-14
5954.16,6.19661e-14
5955.16,6.189881e-14
5956.16,6.145759e-14
5957.16,6.022281e-14
5958.16,6.084939e-14
5959.16,6.094043e-14
5960.16,6.099983e-14
5961.16,6.125731e-14
5962.16,6.218626e-14
5963.16,6.162688e-14
5964.16,6.148969e-14
5965.16,6.150828e-14
5966.16,6.077295e-14
5967.16,6.114044e-14
5968.16,6.024794e-14
5969.16,5.971615e-14
5970.16,6.008692e-14
5971.16,6.086527e-14
5972.16,6.044496e-14
5973.16,6.037967e-14
5974.16,6.059007e-14
5975.16,6.111177e-14
5976.16,6.133518e-14
5977.16,6.035806e-14
5978.16,6.007095e-14
5979.16,6.081245e-14
5980.16,6.200781e-14
5981.16,6.098929e-14
5982.16,6.059797e-14
5983.16,6.046921e-14
5984.16,6.034133e-14
5985.16,5.979023e-14
5986.16,6.061899e-14
5987.16,6.071472e-14
5988.16,6.003667e-14
5989.16,5.973617e-14
5990.16,5.924233e-14
5991.16,5.956802e-14
5992.16,6.005451e-14
5993.16,6.030672e-14
5994.16,6.008333e-14
5995.16,6.027807e-14
5996.16,6.069461e-14
5997.16,6.095043e-14
5998.16,5.921836e-14
5999.16,5.983281e-14
6000.16,5.965167e-14
6001.16,5.955674e-14
6002.16,5.995477e-14
6003.16,6.003391e-14
6004.16,5.945668e-14
6005.16,5.910042e-14
6006.16,5.901997e-14
6007.16,5.948464e-14
6008.16,5.926161e-14
6009.16,5.899565e-14
6010.16,5.867626e-14
6011.16,5.831641e-14
6012.16,5.823392e-14
6013.16,5.8444e-14
6014.16,5.822429e-14
6015.16,5.794479e-14
6016.16,5.829514e-14
6017.16,5.824739e-14
6018.16,5.827278e-14
6019.16,5.818197e-14
6020.16,5.796627e-14
6021.16,5.82183e-14
6022.16,5.777579e-14
6023.16,5.760029e-14
6024.16,5.752132e-14
6025.16,5.736982e-14
6026.16,5.776681e-14
6027.16,5.731325e-14
6028.16,5.694232e-14
6029.16,5.682499e-14
6030.16,5.744321e-14
6031.16,5.735646e-14
6032.16,5.720293e-14
6033.16,5.69798e-14
6034.16,5.66464e-14
6035.16,5.621896e-14
6036.16,5.621805e-14
6037.16,5.602603e-14
6038.16,5.565015e-14
6039.16,5.53061e-14
6040.16,5.518626e-14
6041.16,5.523816e-14
6042.16,5.513259e-14
6043.16,5.459184e-14
6044.16,5.490921e-14
6045.16,5.458e-14
6046.16,5.412515e-14
6047.16,5.3625e-14
6048.16,5.320684e-14
6049.16,5.338222e-14
6050.16,5.330251e-14
6051.16,5.296949e-14
6052.16,5.231409e-14
6053.16,5.24609e-14
6054.16,5.254303e-14
6055.16,5.230529e-14
6056.16,5.181963e-14
6057.16,5.112858e-14
6058.16,5.092458e-14
6059.16,4.985683e-14
6060.16,4.887097e-14
6061.16,4.83577e-14
6062.16,4.813179e-14
6063.16,4.737198e-14
6064.16,4.715453e-14
6065.16,4.696214e-14
6066.16,4.535779e-14
6067.16,4.432424e-14
6068.16,4.386897e-14
6069.16,4.32815e-14
6070.16,4.240295e-14
6071.16,4.147892e-14
6072.16,4.12731e-14
6073.16,4.041442e-14
6074.16,3.945434e-14
6075.16,3.937704e-14
6076.16,3.891153e-14
6077.16,3.804586e-14
6078.16,3.711017e-14
6079.16,3.62395e-14
6080.16,3.603217e-14
6081.16,3.557113e-14
6082.16,3.505588e-14
6083.16,3.443497e-14
6084.16,3.351629e-14
6085.16,3.36625e-14
6086.16,3.3189e-14
6087.16,3.256445e-14
6088.16,3.188694e-14
6089.16,3.120959e-14
6090.16,3.070522e-14
6091.16,3.039881e-14
6092.16,3.017617e-14
6093.16,2.993887e-14
6094.16,2.912439e-14
6095.16,2.873289e-14
6096.16,2.838943e-14
6097.16,2.807204e-14
6098.16,2.779917e-14
6099.16,2.680268e-14
6100.16,2.660944e-14
6101.16,2.65463e-14
6102.16,2.596003e-14
6103.16,2.536674e-14
6104.16,2.553993e-14
6105.16,2.541563e-14
6106.16,2.491945e-14
6107.16,2.427979e-14
6108.16,2.429749e-14
6109.16,2.41306e-14
6110.16,2.389201e-14
6111.16,2.364436e-14
6112.16,2.392786e-14
6113.16,2.346267e-14
6114.16,2.310888e-14
6115.16,2.290621e-14
6116.16,2.244065e-14
6117.16,2.280424e-14
6118.16,2.251456e-14
6119.16,2.21583e-14
6120.16,2.218738e-14
6121.16,2.177799e-14
6122.16,2.167271e-14
6123.16,2.147263e-14
6124.16,2.123906e-14
6125.16,2.158284e-14
6126.16,2.107152e-14
6127.16,2.08054e-14
6128.16,2.066171e-14
6129.16,2.061921e-14
6130.16,2.053006e-14
6131.16,2.059582e-14
6132.16,2.064137e-14
6133.16,2.062192e-14
6134.16,2.027723e-14
6135.16,2.014417e-14
6136.16,1.988796e-14
6137.16,1.957868e-14
6138.16,1.924381e-14
6139.16,1.995312e-14
6140.16,1.948044e-14
6141.16,1.924746e-14
6142.16,1.924632e-14
6143.16,1.889519e-14
6144.16,1.9197e-14
6145.16,1.904855e-14
6146.16,1.886679e-14
6147.16,1.892156e-14
6148.16,1.916608e-14
6149.16,1.929933e-14
6150.16,1.9177e-14
6151.16,1.892068e-14
6152.16,1.929278e-14
6153.16,1.920644e-14
6154.16,1.931281e-14
6155.16,1.935291e-14
6156.16,1.911511e-14
6157.16,1.949979e-14
6158.16,1.94012e-14
6159.16,1.950506e-14
6160.16,1.974949e-14
6161.16,1.956528e-14
6162.16,1.95822e-14
6163.16,2.001303e-14
6164.16,2.027549e-14
6165.16,1.986714e-14
6166.16,1.982873e-14
6167.16,2.053146e-14
6168.16,2.068222e-14
6169.16,2.035476e-14
6170.16,2.044751e-14
6171.16,2.112812e-14
6172.16,2.128668e-14
6173.16,2.124622e-14
6174.16,2.112987e-14
6175.16,2.192059e-14
6176.16,2.199217e-14
6177.16,2.212917e-14
6178.16,2.234195e-14
6179.16,2.24114e-14
6180.16,2.277962e-14
6181.16,2.301386e-14
6182.16,2.319797e-14
6183.16,2.336602e-14
6184.16,2.377403e-14
6185.16,2.407633e-14
6186.16,2.420048e-14
6187.16,2.423688e-14
6188.16,2.510265e-14
6189.16,2.538789e-14
6190.16,2.525729e-14
6191.16,2.528014e-14
6192.16,2.607367e-14
6193.16,2.683497e-14
6194.16,2.706663e-14
6195.16,2.72671e-14
6196.16,2.748607e-14
6197.16,2.792914e-14
6198.16,2.86254e-14
6199.16,2.886517e-14
6200.16,2.893087e-14
6201.16,2.899673e-14
6202.16,2.923524e-14
6203.16,2.956967e-14
6204.16,2.989994e-14
6205.16,3.022428e-14
6206.16,3.091874e-14
6207.16,3.102258e-14
6208.16,3.148662e-14
6209.16,3.199239e-14
6210.16,3.21776e-14
6211.16,3.288672e-14
6212.16,3.300307e-14
6213.16,3.335701e-14
6214.16,3.399487e-14
6215.16,3.377939e-14
6216.16,3.421575e-14
6217.16,3.466796e-14
6218.16,3.508715e-14
6219.16,3.538795e-14
6220.16,3.552509e-14
6221.16,3.619399e-14
6222.16,3.681128e-14
6223.16,3.72567e-14
6224.16,3.819285e-14
6225.16,3.770529e-14
6226.16,3.805921e-14
6227.16,3.863308e-14
6228.16,3.837968e-14
6229.16,3.887085e-14
6230.16,3.950212e-14
6231.16,3.994797e-14
6232.16,4.007803e-14
6233.16,4.033941e-14
6234.16,4.003139e-14
6235.16,4.036808e-14
6236.16,4.104469e-14
6237.16,4.158291e-14
6238.16,4.194592e-14
6239.16,4.239826e-14
6240.16,4.272616e-14
6241.16,4.2809e-14
6242.16,4.31912e-14
6243.16,4.367925e-14
6244.16,4.42088e-14
6245.16,4.461294e-14
6246.16,4.425966e-14
6247.16,4.432916e-14
6248.16,4.467509e-14
6249.16,4.521771e-14
6250.16,4.598189e-14
6251.16,4.614246e-14
6252.16,4.615474e-14
6253.16,4.647853e-14
6254.16,4.698371e-14
6255.16,4.711304e-14
6256.16,4.732163e-14
6257.16,4.766246e-14
6258.16,4.777927e-14
6259.16,4.730937e-14
6260.16,4.8364e-14
6261.16,4.868699e-14
6262.16,4.865076e-14
6263.16,4.843288e-14
6264.16,4.932674e-14
6265.16,5.006851e-14
6266.16,4.991719e-14
6267.16,4.963281e-14
6268.16,4.985579e-14
6269.16,5.02894e-14
6270.16,5.043221e-14
6271.16,5.064376e-14
6272.16,5.085827e-14
6273.16,4.960578e-14
6274.16,5.048825e-14
6275.16,5.02543e-14
6276.16,4.93915e-14
6277.16,4.805974e-14
6278.16,4.78664e-14
6279.16,4.849693e-14
6280.16,4.896542e-14
6281.16,4.907737e-14
6282.16,5.00581e-14
6283.16,5.088064e-14
6284.16,5.115852e-14
6285.16,5.126438e-14
6286.16,5.198615e-14
6287.16,5.231008e-14
6288.16,5.195738e-14
6289.16,5.172457e-14
6290.16,5.189306e-14
6291.16,5.223508e-14
6292.16,5.189874e-14
6293.16,5.212271e-14
6294.16,5.25079e-14
6295.16,5.151043e-14
6296.16,5.24962e-14
6297.16,5.289735e-14
6298.16,5.281028e-14
6299.16,5.203549e-14
6300.16,5.34455e-14
6301.16,5.347871e-14
6302.16,5.342141e-14
6303.16,5.334419e-14
6304.16,5.330509e-14
6305.16,5.38188e-14
6306.16,5.370551e-14
6307.16,5.364157e-14
6308.16,5.428978e-14
6309.16,5.474807e-14
6310.16,5.395547e-14
6311.16,5.379068e-14
6312.16,5.440686e-14
6313.16,5.441263e-14
6314.16,5.407461e-14
6315.16,5.434476e-14
6316.16,5.469888e-14
6317.16,5.434066e-14
6318.16,5.425978e-14
6319.16,5.423909e-14
6320.16,5.427217e-14
6321.16,5.436736e-14
6322.16,5.484353e-14
6323.16,5.482898e-14
6324.16,5.480464e-14
6325.16,5.473263e-14
6326.16,5.443892e-14
6327.16,5.522808e-14
6328.16,5.519187e-14
6329.16,5.508303e-14
6330.16,5.519334e-14
6331.16,5.482175e-14
6332.16,5.495794e-14
6333.16,5.506917e-14
6334.16,5.504671e-14
6335.16,5.420595e-14
6336.16,5.493257e-14
6337.16,5.562942e-14
6338.16,5.583512e-14
6339.16,5.47745e-14
6340.16,5.495408e-14
6341.16,5.493293e-14
6342.16,5.501737e-14
6343.16,5.52233e-14
6344.16,5.527438e-14
6345.16,5.503587e-14
6346.16,5.515098e-14
6347.16,5.519182e-14
6348.16,5.430142e-14
6349.16,5.483708e-14
6350.16,5.46064e-14
6351.16,5.46173e-14
6352.16,5.516548e-14
6353.16,5.518551e-14
6354.16,5.540456e-14
6355.16,5.507724e-14
6356.16,5.449437e-14
6357.16,5.455949e-14
6358.16,5.459656e-14
6359.16,5.464339e-14
6360.16,5.452739e-14
6361.16,5.405896e-14
6362.16,5.40859e-14
6363.16,5.446913e-14
6364.16,5.471831e-14
6365.16,5.478285e-14
6366.16,5.449953e-14
6367.16,5.42844e-14
6368.16,5.458393e-14
6369.16,5.493112e-14
6370.16,5.477153e-14
6371.16,5.478615e-14
6372.16,5.498452e-14
6373.16,5.49083e-14
6374.16,5.446506e-14
6375.16,5.526962e-14
6376.16,5.45289e-14
6377.16,5.443854e-14
6378.16,5.460293e-14
6379.16,5.402769e-14
6380.16,5.418318e-14
6381.16,5.446632e-14
6382.16,5.456982e-14
6383.16,5.426097e-14
6384.16,5.401186e-14
6385.16,5.430784e-14
6386.16,5.435219e-14
6387.16,5.414349e-14
6388.16,5.38415e-14
6389.16,5.440977e-14
6390.16,5.429498e-14
6391.16,5.389348e-14
6392.16,5.339847e-14
6393.16,5.374475e-14
6394.16,5.398559e-14
6395.16,5.377211e-14
6396.16,5.303391e-14
6397.16,5.380677e-14
6398.16,5.363067e-14
6399.16,5.389793e-14
6400.16,5.421792e-14
6401.16,5.345164e-14
6402.16,5.360866e-14
6403.16,5.361644e-14
6404.16,5.362514e-14
6405.16,5.370377e-14
6406.16,5.480898e-14
6407.16,5.422604e-14
6408.16,5.382301e-14
6409.16,5.366768e-14
6410.16,5.348258e-14
6411.16,5.273106e-14
6412.16,5.265444e-14
6413.16,5.282118e-14
6414.16,5.290577e-14
6415.16,5.325354e-14
6416.16,5.322718e-14
6417.16,5.312092e-14
6418.16,5.297671e-14
6419.16,5.247253e-14
6420.16,5.30007e-14
6421.16,5.309467e-14
6422.16,5.29224e-14
6423.16,5.288956e-14
6424.16,5.235767e-14
6425.16,5.260892e-14
6426.16,5.284034e-14
6427.16,5.254633e-14
6428.16,5.272638e-14
6429.16,5.231251e-14
6430.16,5.215306e-14
6431.16,5.228997e-14
6432.16,5.219321e-14
6433.16,5.198786e-14
6434.16,5.180472e-14
6435.16,5.172085e-14
6436.16,5.19917e-14
6437.16,5.232161e-14
6438.16,5.205837e-14
6439.16,5.166619e-14
6440.16,5.125114e-14
6441.16,5.137904e-14
6442.16,5.159937e-14
6443.16,5.158494e-14
6444.16,5.143628e-14
6445.16,5.176979e-14
6446.16,5.117251e-14
6447.16,5.128337e-14
6448.16,5.159608e-14
6449.16,5.177936e-14
6450.16,5.14697e-14
6451.16,5.132012e-14
6452.16,5.134776e-14
6453.16,5.156025e-14
6454.16,5.072808e-14
6455.16,5.014446e-14
6456.16,5.058784e-14
6457.16,5.143135e-14
6458.16,5.090924e-14
6459.16,5.121588e-14
6460.16,5.114614e-14
6461.16,5.107794e-14
6462.16,5.123848e-14
6463.16,5.006517e-14
6464.16,5.02862e-14
6465.16,5.061794e-14
6466.16,5.088869e-14
6467.16,5.001446e-14
6468.16,5.010511e-14
6469.16,5.009228e-14
6470.16,5.000552e-14
6471.16,4.981786e-14
6472.16,4.994158e-14
6473.16,4.999169e-14
6474.16,4.977299e-14
6475.16,4.908949e-14
6476.16,4.905488e-14
6477.16,4.917828e-14
6478.16,4.96818e-14
6479.16,5.040054e-14
6480.16,4.991578e-14
6481.16,4.980103e-14
6482.16,4.96339e-14
6483.16,4.947485e-14
6484.16,4.942061e-14
6485.16,4.950987e-14
6486.16,4.926567e-14
6487.16,4.918869e-14
6488.16,4.946187e-14
6489.16,4.908414e-14
6490.16,4.991317e-14
6491.16,4.993816e-14
6492.16,4.928025e-14
6493.16,4.83015e-14
6494.16,4.885317e-14
6495.16,4.934318e-14
6496.16,4.978123e-14
6497.16,5.012806e-14
6498.16,4.96459e-14
6499.16,4.931907e-14
6500.16,4.900078e-14
6501.16,4.868155e-14
6502.16,4.856146e-14
6503.16,4.908629e-14
6504.16,4.919291e-14
6505.16,4.899792e-14
6506.16,4.881339e-14
6507.16,4.873445e-14
6508.16,4.855957e-14
6509.16,4.857294e-14
6510.16,4.920848e-14
6511.16,4.903482e-14
6512.16,4.894285e-14
6513.16,4.871765e-14
6514.16,4.83073e-14
6515.16,4.691896e-14
6516.16,4.793628e-14
6517.16,4.822729e-14
6518.16,4.80721e-14
6519.16,4.82433e-14
6520.16,4.792351e-14
6521.16,4.841079e-14
6522.16,4.881131e-14
6523.16,4.832062e-14
6524.16,4.752602e-14
6525.16,4.791189e-14
6526.16,4.827723e-14
6527.16,4.843889e-14
6528.16,4.8294e-14
6529.16,4.767336e-14
6530.16,4.777625e-14
6531.16,4.815115e-14
6532.16,4.72039e-14
6533.16,4.69851e-14
6534.16,4.68699e-14
6535.16,4.685654e-14
6536.16,4.70343e-14
6537.16,4.696236e-14
6538.16,4.722088e-14
6539.16,4.741548e-14
6540.16,4.748314e-14
6541.16,4.811118e-14
6542.16,4.737159e-14
6543.16,4.705579e-14
6544.16,4.691051e-14
6545.16,4.593431e-14
6546.16,4.691794e-14
6547.16,4.698874e-14
6548.16,4.675388e-14
6549.16,4.644612e-14
6550.16,4.658793e-14
6551.16,4.686829e-14
6552.16,4.700733e-14
6553.16,4.692779e-14
6554.16,4.602515e-14
6555.16,4.628282e-14
6556.16,4.664886e-14
6557.16,4.699498e-14
6558.16,4.6679e-14
6559.16,4.664659e-14
6560.16,4.643722e-14
6561.16,4.620894e-14
6562.16,4.610162e-14
6563.16,4.660056e-14
6564.16,4.647636e-14
6565.16,4.630769e-14
6566.16,4.619967e-14
6567.16,4.611118e-14
6568.16,4.656792e-14
6569.16,4.658755e-14
6570.16,4.628818e-14
6571.16,4.620833e-14
6572.16,4.573461e-14
6573.16,4.583827e-14
6574.16,4.587142e-14
6575.16,4.489288e-14
6576.16,4.491583e-14
6577.16,4.53907e-14
6578.16,4.565413e-14
6579.16,4.543821e-14
6580.16,4.583749e-14
6581.16,4.562068e-14
6582.16,4.532773e-14
6583.16,4.501597e-14
6584.16,4.499036e-14
6585.16,4.48868e-14
6586.16,4.496855e-14
6587.16,4.50411e-14
6588.16,4.47198e-14
6589.16,4.466291e-14
