wav,flux
4857.16,5.963041e-14
4858.16,5.971277e-14
4859.16,5.956999e-14
4860.16,5.885368e-14
4861.16,5.760225e-14
4862.16,5.762565e-14
4863.16,5.731671e-14
4864.16,5.654915e-14
4865.16,5.597966e-14
4866.16,5.763281e-14
4867.16,5.783536e-14
4868.16,5.739132e-14
4869.16,5.671762e-14
4870.16,5.517749e-14
4871.16,5.572735e-14
4872.16,5.56509e-14
4873.16,5.475493e-14
4874.16,5.340701e-14
4875.16,5.373363e-14
4876.16,5.476358e-14
4877.16,5.542503e-14
4878.16,5.461059e-14
4879.16,5.441421e-14
4880.16,5.492571e-14
4881.16,5.397948e-14
4882.16,5.204592e-14
4883.16,5.275704e-14
4884.16,5.499671e-14
4885.16,5.510131e-14
4886.16,5.464411e-14
4887.16,5.438418e-14
4888.16,5.383646e-14
4889.16,5.372525e-14
4890.16,5.467392e-14
4891.16,5.618105e-14
4892.16,5.613153e-14
4893.16,5.757303e-14
4894.16,5.788192e-14
4895.16,5.743772e-14
4896.16,5.615734e-14
4897.16,5.813445e-14
4898.16,5.772034e-14
4899.16,5.751165e-14
4900.16,5.776015e-14
4901.16,5.954976e-14
4902.16,6.026137e-14
4903.16,5.911379e-14
4904.16,5.824279e-14
4905.16,5.851735e-14
4906.16,6.049658e-14
4907.16,6.006014e-14
4908.16,6.103169e-14
4909.16,6.214607e-14
4910.16,6.004592e-14
4911.16,6.04537e-14
4912.16,6.140298e-14
4913.16,6.182607e-14
4914.16,6.136953e-14
4915.16,6.227977e-14
4916.16,6.214154e-14
4917.16,6.204516e-14
4918.16,6.233389e-14
4919.16,6.399107e-14
4920.16,6.522116e-14
4921.16,6.407252e-14
4922.16,6.328993e-14
4923.16,6.33607e-14
4924.16,6.293991e-14
4925.16,6.326457e-14
4926.16,6.38677e-14
4927.16,6.473476e-14
4928.16,6.605341e-14
4929.16,6.457047e-14
4930.16,6.552894e-14
4931.16,6.573802e-14
4932.16,6.487638e-14
4933.16,6.379248e-14
4934.16,6.386252e-14
4935.16,6.433952e-14
4936.16,6.487177e-14
4937.16,6.517041e-14
4938.16,6.481386e-14
4939.16,6.471771e-14
4940.16,6.410933e-14
4941.16,6.322982e-14
4942.16,6.376489e-14
4943.16,6.395656e-14
4944.16,6.342682e-14
4945.16,6.285087e-14
4946.16,6.261263e-14
4947.16,6.307037e-14
4948.16,6.407688e-14
4949.16,6.461759e-14
4950.16,6.454024e-14
4951.16,6.310711e-14
4952.16,6.392081e-14
4953.16,6.349697e-14
4954.16,6.309051e-14
4955.16,6.316857e-14
4956.16,6.499631e-14
4957.16,6.41395e-14
4958.16,6.372816e-14
4959.16,6.354399e-14
4960.16,6.313265e-14
4961.16,6.179446e-14
4962.16,6.161001e-14
4963.16,6.199445e-14
4964.16,6.285709e-14
4965.16,6.405714e-14
4966.16,6.307185e-14
4967.16,6.250444e-14
4968.16,6.223796e-14
4969.16,6.227421e-14
4970.16,6.17648e-14
4971.16,6.146411e-14
4972.16,6.095445e-14
4973.16,6.034259e-14
4974.16,6.135226e-14
4975.16,6.054142e-14
4976.16,6.090057e-14
4977.16,6.11979e-14
4978.16,6.028266e-14
4979.16,6.044146e-14
4980.16,6.033689e-14
4981.16,6.058421e-14
4982.16,6.092493e-14
4983.16,5.968858e-14
4984.16,6.060719e-14
4985.16,6.041533e-14
4986.16,5.975038e-14
4987.16,5.879606e-14
4988.16,6.034976e-14
4989.16,6.138266e-14
4990.16,6.078556e-14
4991.16,5.943484e-14
4992.16,5.984272e-14
4993.16,6.078893e-14
4994.16,6.039321e-14
4995.16,5.98963e-14
4996.16,5.964367e-14
4997.16,5.888179e-14
4998.16,5.872e-14
4999.16,5.891222e-14
5000.16,5.968132e-14
5001.16,6.188237e-14
5002.16,5.869821e-14
5003.16,5.839272e-14
5004.16,5.881182e-14
5005.16,5.960994e-14
5006.16,6.048941e-14
5007.16,5.9865e-14
5008.16,5.988507e-14
5009.16,5.979399e-14
5010.16,5.875798e-14
5011.16,5.774215e-14
5012.16,5.84931e-14
5013.16,5.95028e-14
5014.16,6.038009e-14
5015.16,5.968659e-14
5016.16,5.894981e-14
5017.16,5.921046e-14
5018.16,5.945361e-14
5019.16,5.911442e-14
5020.16,5.831586e-14
5021.16,6.02492e-14
5022.16,6.060074e-14
5023.16,5.994821e-14
5024.16,6.001715e-14
5025.16,5.961128e-14
5026.16,5.908278e-14
5027.16,5.899164e-14
5028.16,5.954536e-14
5029.16,5.996698e-14
5030.16,5.879335e-14
5031.16,5.913708e-14
5032.16,6.015363e-14
5033.16,6.085924e-14
5034.16,6.18816e-14
5035.16,6.092071e-14
5036.16,6.068643e-14
5037.16,6.13506e-14
5038.16,6.028707e-14
5039.16,6.038442e-14
5040.16,6.020968e-14
5041.16,5.994098e-14
5042.16,5.96857e-14
5043.16,6.165453e-14
5044.16,6.092765e-14
5045.16,6.036769e-14
5046.16,6.016972e-14
5047.16,6.056303e-14
5048.16,5.894215e-14
5049.16,5.996352e-14
5050.16,6.068669e-14
5051.16,5.978483e-14
5052.16,6.014659e-14
5053.16,6.103738e-14
5054.16,6.129162e-14
5055.16,6.123595e-14
5056.16,6.157381e-14
5057.16,6.074511e-14
5058.16,6.228298e-14
5059.16,6.278821e-14
5060.16,6.15931e-14
5061.16,6.149194e-14
5062.16,6.309762e-14
5063.16,6.334072e-14
5064.16,6.321879e-14
5065.16,6.370401e-14
5066.16,6.517552e-14
5067.16,6.40849e-14
5068.16,6.456726e-14
5069.16,6.638916e-14
5070.16,6.612475e-14
5071.16,6.557771e-14
5072.16,6.590553e-14
5073.16,6.65605e-14
5074.16,6.732247e-14
5075.16,6.672267e-14
5076.16,6.71623e-14
5077.16,6.682738e-14
5078.16,6.646218e-14
5079.16,6.845982e-14
5080.16,6.840506e-14
5081.16,6.862838e-14
5082.16,6.872421e-14
5083.16,6.861183e-14
5084.16,6.969295e-14
5085.16,6.995291e-14
5086.16,7.040866e-14
5087.16,7.074851e-14
5088.16,7.049095e-14
5089.16,7.060729e-14
5090.16,7.158134e-14
5091.16,7.220746e-14
5092.16,7.239348e-14
5093.16,7.274434e-14
5094.16,7.194123e-14
5095.16,7.194387e-14
5096.16,7.248677e-14
5097.16,7.358224e-14
5098.16,7.266444e-14
5099.16,7.305782e-14
5100.16,7.296355e-14
5101.16,7.277185e-14
5102.16,7.395586e-14
5103.16,7.42206e-14
5104.16,7.431556e-14
5105.16,7.47968e-14
5106.16,7.580077e-14
5107.16,7.635739e-14
5108.16,7.519211e-14
5109.16,7.622424e-14
5110.16,7.765065e-14
5111.16,7.708955e-14
5112.16,7.691582e-14
5113.16,7.658354e-14
5114.16,7.680641e-14
5115.16,7.753175e-14
5116.16,7.79014e-14
5117.16,7.759197e-14
5118.16,7.754543e-14
5119.16,7.78982e-14
5120.16,7.886165e-14
5121.16,7.786695e-14
5122.16,7.761003e-14
5123.16,7.809786e-14
5124.16,7.916868e-14
5125.16,8.077543e-14
5126.16,7.860953e-14
5127.16,7.851737e-14
5128.16,7.846648e-14
5129.16,7.797637e-14
5130.16,7.828662e-14
5131.16,7.822256e-14
5132.16,7.850007e-14
5133.16,7.860598e-14
5134.16,7.774739e-14
5135.16,7.769076e-14
5136.16,7.86754e-14
5137.16,7.877242e-14
5138.16,7.808095e-14
5139.16,7.877807e-14
5140.16,7.767659e-14
5141.16,7.792589e-14
5142.16,7.838067e-14
5143.16,7.844817e-14
5144.16,7.621348e-14
5145.16,7.642143e-14
5146.16,7.638936e-14
5147.16,7.64504e-14
5148.16,7.781364e-14
5149.16,7.535399e-14
5150.16,7.533022e-14
5151.16,7.56256e-14
5152.16,7.578395e-14
5153.16,7.595282e-14
5154.16,7.651639e-14
5155.16,7.618189e-14
5156.16,7.566823e-14
5157.16,7.571331e-14
5158.16,7.343386e-14
5159.16,7.263261e-14
5160.16,7.295056e-14
5161.16,7.398782e-14
5162.16,7.39411e-14
5163.16,7.391799e-14
5164.16,7.391123e-14
5165.16,7.44208e-14
5166.16,7.57568e-14
5167.16,7.630515e-14
5168.16,7.588301e-14
5169.16,7.450862e-14
5170.16,7.320911e-14
5171.16,7.427082e-14
5172.16,7.363772e-14
5173.16,7.48046e-14
5174.16,7.435454e-14
5175.16,7.206132e-14
5176.16,7.386528e-14
5177.16,7.329877e-14
5178.16,7.364121e-14
5179.16,7.367886e-14
5180.16,7.220752e-14
5181.16,7.358909e-14
5182.16,7.360834e-14
5183.16,7.307636e-14
5184.16,7.259511e-14
5185.16,7.456851e-14
5186.16,7.410668e-14
5187.16,7.321483e-14
5188.16,7.274378e-14
5189.16,7.308483e-14
5190.16,7.484611e-14
5191.16,7.462316e-14
5192.16,7.423336e-14
5193.16,7.430563e-14
5194.16,7.614178e-14
5195.16,7.639172e-14
5196.16,7.744241e-14
5197.16,7.736271e-14
5198.16,7.625912e-14
5199.16,7.705918e-14
5200.16,7.60201e-14
5201.16,7.698321e-14
5202.16,7.767195e-14
5203.16,7.658749e-14
5204.16,7.677629e-14
5205.16,7.741986e-14
5206.16,7.767367e-14
5207.16,7.762336e-14
5208.16,7.748589e-14
5209.16,7.827555e-14
5210.16,7.906776e-14
5211.16,7.96184e-14
5212.16,7.974829e-14
5213.16,7.845747e-14
5214.16,7.889953e-14
5215.16,7.900919e-14
5216.16,7.903752e-14
5217.16,7.922042e-14
5218.16,7.914289e-14
5219.16,7.836055e-14
5220.16,7.785701e-14
5221.16,7.774598e-14
5222.16,7.832358e-14
5223.16,7.704358e-14
5224.16,7.849946e-14
5225.16,7.90567e-14
5226.16,7.714547e-14
5227.16,7.805879e-14
5228.16,7.746921e-14
5229.16,7.695769e-14
5230.16,7.626727e-14
5231.16,7.476739e-14
5232.16,7.407488e-14
5233.16,7.429594e-14
5234.16,7.45934e-14
5235.16,7.47861e-14
5236.16,7.44427e-14
5237.16,7.306743e-14
5238.16,7.295327e-14
5239.16,7.293581e-14
5240.16,7.228652e-14
5241.16,7.065933e-14
5242.16,6.975131e-14
5243.16,7.000732e-14
5244.16,7.062313e-14
5245.16,6.930794e-14
5246.16,6.924307e-14
5247.16,6.832862e-14
5248.16,6.765193e-14
5249.16,6.749119e-14
5250.16,6.723434e-14
5251.16,6.647138e-14
5252.16,6.535852e-14
5253.16,6.433208e-14
5254.16,6.389657e-14
5255.16,6.388834e-14
5256.16,6.355302e-14
5257.16,6.354431e-14
5258.16,6.364202e-14
5259.16,6.25637e-14
5260.16,6.14386e-14
5261.16,6.155589e-14
5262.16,6.136357e-14
5263.16,6.026113e-14
5264.16,6.015084e-14
5265.16,5.962152e-14
5266.16,5.88047e-14
5267.16,5.807181e-14
5268.16,5.806539e-14
5269.16,5.771996e-14
5270.16,5.784398e-14
5271.16,5.745551e-14
5272.16,5.649474e-14
5273.16,5.531629e-14
5274.16,5.679937e-14
5275.16,5.597388e-14
5276.16,5.496545e-14
5277.16,5.499069e-14
5278.16,5.583277e-14
5279.16,5.515465e-14
5280.16,5.468588e-14
5281.16,5.432826e-14
5282.16,5.37238e-14
5283.16,5.234688e-14
5284.16,5.225931e-14
5285.16,5.273691e-14
5286.16,5.351135e-14
5287.16,5.257167e-14
5288.16,5.229002e-14
5289.16,5.257858e-14
5290.16,5.272367e-14
5291.16,5.201167e-14
5292.16,5.281567e-14
5293.16,5.217995e-14
5294.16,5.191856e-14
5295.16,5.201073e-14
5296.16,5.211243e-14
5297.16,5.136657e-14
5298.16,5.211412e-14
5299.16,5.25942e-14
5300.16,5.222169e-14
5301.16,5.179163e-14
5302.16,5.229462e-14
5303.16,5.248554e-14
5304.16,5.27014e-14
5305.16,5.343844e-14
5306.16,5.275571e-14
5307.16,5.285954e-14
5308.16,5.278367e-14
5309.16,5.251192e-14
5310.16,5.24642e-14
5311.16,5.218882e-14
5312.16,5.280952e-14
5313.16,5.28935e-14
5314.16,5.167768e-14
5315.16,5.172315e-14
5316.16,5.166235e-14
5317.16,5.249188e-14
5318.16,5.32298e-14
5319.16,5.18766e-14
5320.16,5.306008e-14
5321.16,5.393554e-14
5322.16,5.392277e-14
5323.16,5.305931e-14
5324.16,5.283501e-14
5325.16,5.240886e-14
5326.16,5.297933e-14
5327.16,5.3392e-14
5328.16,5.281462e-14
5329.16,5.261154e-14
5330.16,5.310638e-14
5331.16,5.377315e-14
5332.16,5.414304e-14
5333.16,5.28236e-14
5334.16,5.249431e-14
5335.16,5.325377e-14
5336.16,5.367844e-14
5337.16,5.340286e-14
5338.16,5.249103e-14
5339.16,5.265466e-14
5340.16,5.251732e-14
5341.16,5.243358e-14
5342.16,5.276753e-14
5343.16,5.317921e-14
5344.16,5.337553e-14
5345.16,5.344002e-14
5346.16,5.351171e-14
5347.16,5.421876e-14
5348.16,5.449864e-14
5349.16,5.449397e-14
5350.16,5.449904e-14
5351.16,5.462646e-14
5352.16,5.576525e-14
5353.16,5.570977e-14
5354.16,5.64332e-14
5355.16,5.676333e-14
5356.16,5.491131e-14
5357.16,5.653484e-14
5358.16,5.63093e-14
5359.16,5.624928e-14
5360.16,5.655614e-14
5361.16,5.748207e-14
5362.16,5.593457e-14
5363.16,5.665318e-14
5364.16,5.775483e-14
5365.16,5.84482e-14
5366.16,5.83389e-14
5367.16,5.891628e-14
5368.16,5.874346e-14
5369.16,5.822293e-14
5370.16,5.795588e-14
5371.16,5.729498e-14
5372.16,5.83778e-14
5373.16,5.852029e-14
5374.16,5.757496e-14
5375.16,5.766148e-14
5376.16,5.852402e-14
5377.16,5.872443e-14
5378.16,5.863739e-14
5379.16,5.839547e-14
5380.16,5.898339e-14
5381.16,5.910528e-14
5382.16,5.93904e-14
5383.16,5.944256e-14
5384.16,5.809326e-14
5385.16,5.907217e-14
5386.16,5.871833e-14
5387.16,5.862543e-14
5388.16,5.894674e-14
5389.16,5.742927e-14
5390.16,5.740809e-14
5391.16,5.779255e-14
5392.16,5.799561e-14
5393.16,5.744823e-14
5394.16,5.83e-14
5395.16,5.742314e-14
5396.16,5.73474e-14
5397.16,5.790525e-14
5398.16,5.841286e-14
5399.16,5.901312e-14
5400.16,5.784964e-14
5401.16,5.714047e-14
5402.16,5.747666e-14
5403.16,5.684935e-14
5404.16,5.641504e-14
5405.16,5.650996e-14
5406.16,5.670078e-14
5407.16,5.653474e-14
5408.16,5.584867e-14
5409.16,5.679983e-14
5410.16,5.656845e-14
5411.16,5.561187e-14
5412.16,5.69427e-14
5413.16,5.710833e-14
5414.16,5.65681e-14
5415.16,5.609729e-14
5416.16,5.599991e-14
5417.16,5.585902e-14
5418.16,5.567159e-14
5419.16,5.551381e-14
5420.16,5.526357e-14
5421.16,5.467222e-14
5422.16,5.516439e-14
5423.16,5.465437e-14
5424.16,5.43114e-14
5425.16,5.4233e-14
5426.16,5.417861e-14
5427.16,5.41612e-14
5428.16,5.425628e-14
5429.16,5.393292e-14
5430.16,5.285065e-14
5431.16,5.231546e-14
5432.16,5.202165e-14
5433.16,5.225594e-14
5434.16,5.248768e-14
5435.16,5.15953e-14
5436.16,5.099594e-14
5437.16,5.076103e-14
5438.16,5.080066e-14
5439.16,5.104026e-14
5440.16,5.085823e-14
5441.16,5.076235e-14
5442.16,5.034709e-14
5443.16,4.98005e-14
5444.16,4.921825e-14
5445.16,5.025827e-14
5446.16,4.982405e-14
5447.16,4.906476e-14
5448.16,4.801372e-14
5449.16,4.639943e-14
5450.16,4.691808e-14
5451.16,4.764131e-14
5452.16,4.781111e-14
5453.16,4.727722e-14
5454.16,4.70173e-14
5455.16,4.723523e-14
5456.16,4.695418e-14
5457.16,4.660725e-14
5458.16,4.655529e-14
5459.16,4.667247e-14
5460.16,4.629872e-14
5461.16,4.604975e-14
5462.16,4.593479e-14
5463.16,4.589958e-14
5464.16,4.572687e-14
5465.16,4.501597e-14
5466.16,4.466996e-14
5467.16,4.496868e-14
5468.16,4.498352e-14
5469.16,4.524134e-14
5470.16,4.523338e-14
5471.16,4.492228e-14
5472.16,4.411758e-14
5473.16,4.548883e-14
5474.16,4.564357e-14
5475.16,4.557264e-14
5476.16,4.54218e-14
5477.16,4.553401e-14
5478.16,4.449266e-14
5479.16,4.484818e-14
5480.16,4.520674e-14
5481.16,4.506266e-14
5482.16,4.639196e-14
5483.16,4.566114e-14
5484.16,4.565715e-14
5485.16,4.601265e-14
5486.16,4.631423e-14
5487.16,4.668334e-14
5488.16,4.668771e-14
5489.16,4.641006e-14
5490.16,4.602149e-14
5491.16,4.661751e-14
5492.16,4.670513e-14
5493.16,4.784386e-14
5494.16,4.864695e-14
5495.16,4.829466e-14
5496.16,4.911653e-14
5497.16,4.945451e-14
5498.16,4.97625e-14
5499.16,5.008768e-14
5500.16,5.059772e-14
5501.16,5.113616e-14
5502.16,5.13071e-14
5503.16,5.188942e-14
5504.16,5.284373e-14
5505.16,5.278184e-14
5506.16,5.320223e-14
5507.16,5.403083e-14
5508.16,5.477239e-14
5509.16,5.503165e-14
5510.16,5.587445e-14
5511.16,5.576582e-14
5512.16,5.60254e-14
5513.16,5.637088e-14
