"Obj. ID","IAU name","Internal name/s","Obj. RA","Obj. DEC","Obj. Type","Redshift","Spec. ID","Obs-date","JD","From","Telescope","Instrument","Observer/s","Reducer/s","Source group","Public","Associated groups","End prop. period","Ascii file","Fits file","Spec. type","Spec. quality","Extinction-Corrected","WL Medium","WL Units","Flux Unit Coefficient","Spec. units","Flux Calibrated By","Exp-time","Aperture (slit)","HA","Airmass","Dichroic","Grism","Grating","Blaze","Lambda-min","Lambda-max","Del-Lambda","Contrib","Publish","Remarks","Created by","Creation date"
"4399","2016hgs","iPTF16hgs","12.714131","27.379996","SN Ib-Ca-rich","0.017","13244","2016-10-26 00:00:00.00","2457687.5","","P200","DBSP","Kasliwal","Rubin","iPTF","Y","iPTF","","SN2016hgs_2016-10-26_00-00-00_P200_DBSP_iPTF.ascii","","Object","","","Air","Angstrom","1","Other","","600","0","","","","","","","3048.750245821","10065.950835792","1.3282605697465","De et al. 2018","","[Marshal: lastmodified=2016-11-09 08:14:09; specid=9534][Data obtained from:De, K.] [Prev. spec info - createdby: upload-marshalspec; modifiedby: ilanm]"," Migration From WISeREP1.0","2016-12-06 14:18:54"
"4399","2016hgs","iPTF16hgs","12.714131","27.379996","SN Ib-Ca-rich","0.017","13246","2016-10-31 06:59:56.00","2457692.7916204","","Keck1","LRIS","Lunnan","Lunnan (pipeline)","iPTF","Y","iPTF","","SN2016hgs_2016-10-31_06-59-56_Keck1_LRIS_iPTF_0.ascii","","Object","","","Air","Angstrom","1","Other","","1250","0","","","","","","","3019.0191740413","10134.265388397","1.3899680043672","De et al. 2018","","[Marshal: lastmodified=2016-11-05 00:52:08; specid=9484][Data obtained from:De, K.] [Prev. spec info - createdby: upload-marshalspec; modifiedby: ilanm]"," Migration From WISeREP1.0","2016-12-06 14:18:54"
"4399","2016hgs","iPTF16hgs","12.714131","27.379996","SN Ib-Ca-rich","0.017","13248","2016-12-28 00:00:00.00","2457750.5","","Keck1","LRIS","Blagorodnova, Kulkarni, Ravi","Kishalay De","iPTF","Y","iPTF","","SN2016hgs_2016-12-28_00-00-00_Keck1_LRIS_iPTF.ascii","","Object","","","Air","Angstrom","1","Other","","0","0","","","","","","","3148.4995083579","9679.5486725664","1.4357109615758","De et al. 2018","","[Marshal: lastmodified=2017-02-05 17:03:48; specid=9728][Data obtained from:De, K.] [Prev. spec info - createdby: upload-marshalspec; modifiedby: ilanm]"," Migration From WISeREP1.0","2016-12-06 14:18:54"
